"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250808","3024.21","36.29","1.21","2987.92","573599676088283","6882172353723","566717503734560","34142837862398","18966946717908","1680","257733001989"
"0002","大型","20250808","2946.19","46.43","1.6","2899.76","377728796884492","5951890812779","371776906071713","377728796884492","12820943168936","100","169975609232"
"0003","中型","20250808","3281.22","16.78","0.51","3264.44","151382640978168","773778278096","150608862700072","38131647601554","4613614685891","397","61495013857"
"0004","小型","20250808","5213.39","18.34","0.35","5195.05","44488238225622","156503262848","44331734962775","3760628759562","853346452238","1183","26262378900"
"0028","TOPIX Core30","20250808","1572.59","30.67","1.99","1541.92","235726536922831","4597137749049","231129399173781","785755123076102","149896975191339","30","115754078794"
"0029","TOPIX Large70","20250808","2936.6","28.02","0.96","2908.58","142002259961662","1354753063730","140647506897932","202860371373803","48356079375022","70","54221530438"
"002A","TOPIX 100","20250808","2043.69","32.2","1.6","2011.49","377728796884492","5951890812779","371776906071713","377728796884492","184827063704208","100","169975609232"
"002B","TOPIX Mid400","20250808","3118.27","15.94","0.51","3102.33","151382640978168","773778278096","150608862700072","38131647601554","48547021330263","397","61495013857"
"002C","TOPIX 500","20250808","2357.23","29.96","1.29","2327.27","529111437862661","6725669090875","522385768771785","106461053895908","224463058104049","497","231470623088"
"002D","TOPIX Small","20250808","3531.38","12.42","0.35","3518.96","44488238225622","156503262848","44331734962775","3760628759562","12597976948850","1183","26262378900"
"002E","TOPIX 1000","20250808","2860.64","34.74","1.23","2825.9","560400586467102","6806148159562","553594438307540","56893460555036","195900142750894","985","247102882195"
"002F","TOPIX Small500","20250808","1560.42","4.01","0.26","1556.41","31289148604441","80479068687","31208669535755","6411710779599","20051684973697","488","15632259107"
"0040","水産・農林業","20250808","621.56","1.49","0.24","620.07","450192694829","1079733129","449112961701","6431324211847","72429180909","7","284274267"
"0041","鉱業","20250808","659.35","11.83","1.83","647.52","1623661694838","29120946410","1594540748428","32473233896763","246252979781","5","771914089"
"0042","建設業","20250808","2209.93","10.49","0.48","2199.44","13634586692452","64763951249","13569822741203","17940245647963","616968207393","76","4837726468"
"0043","食料品","20250808","2383.26","26.67","1.13","2356.59","17098764194084","191370273319","16907393920764","24082766470540","717451813771","71","5827115271"
"0044","繊維製品","20250808","800.68","-36.09","-4.31","836.77","2178883245313","-98217697490","2277100942803","10375634501493","272130273331","21","1586448332"
"0045","パルプ・紙","20250808","560.05","5.34","0.96","554.71","799370739790","7623468964","791747270826","9992134247373","142732615529","8","882847100"
"0046","化学","20250808","2444.76","22.17","0.92","2422.59","27197748152499","246699337665","26951048814834","22293236190573","11124909570489","122","11754137861"
"0047","医薬品","20250808","3417.99","-86.32","-2.46","3504.31","21211049062702","-535684677855","21746733740558","62385438419713","6205713125182","34","6473284706"
"0048","石油・石炭製品","20250808","1926.42","34.48","1.82","1891.94","2657335084707","47559878032","2609775206675","37961929781535","137941815950","7","2846636737"
"0049","ゴム製品","20250808","4945.86","196.45","4.14","4749.41","3747954967804","148866069982","3599088897822","34072317889129","75779681012","11","802488348"
"004A","ガラス・土石製品","20250808","1483.76","5.47","0.37","1478.29","3640043452025","13410114819","3626633337206","14560173808100","245326410030","25","1080976056"
"004B","鉄鋼","20250808","712.68","9.68","1.38","703","4369535076188","59376627243","4310158448946","18997978592124","613112601065","23","1908775557"
"004C","非鉄金属","20250808","2193.55","-54.89","-2.44","2248.44","6182709205936","-154721663930","6337430869867","30913546029682","281858677184","20","1624483874"
"004D","金属製品","20250808","1592.98","18.7","1.19","1574.28","2828015622841","33198244257","2794817378584","9426718742804","177529965840","30","1262878249"
"004E","機械","20250808","3925.38","46.24","1.19","3879.14","35616766261919","419559362727","35197206899192","30441680565743","907346041216","117","8647438198"
"004F","電気機器","20250808","5159.06","56.61","1.11","5102.45","98378868558266","1079499072450","97299369485816","75098372945241","1906913209529","131","27139651416"
"0050","輸送用機器","20250808","4481.33","121.12","2.78","4360.21","39575595169201","1069630485869","38505964683332","92036267835351","883121211520","43","18297963755"
"0051","精密機器","20250808","11499.22","401.86","3.62","11097.36","11559832371805","403976975641","11155855396164","41285115613590","100527082379","28","3242982461"
"0052","その他製品","20250808","7956.97","221.06","2.86","7735.91","19191663818734","533172217022","18658491601711","47979159546834","241193124856","40","3374948684"
"0053","電気・ガス業","20250808","579.47","4.65","0.81","574.82","7650212838716","61466416510","7588746422206","33261794950939","1320197325267","23","4455886279"
"0054","陸運業","20250808","2275.6","24.42","1.08","2251.18","14222696234439","152610023582","14070086210857","38439719552538","625009660253","37","4993257598"
"0055","海運業","20250808","1830.18","26.87","1.49","1803.31","3353088440233","49242103773","3303846336460","55884807337224","183210620549","6","876423471"
"0056","空運業","20250808","245.49","3.52","1.45","241.97","2028270859085","29080001324","1999190857761","101413542954263","826210545877","2","669220621"
"0057","倉庫・運輸関連業","20250808","4275.43","19.95","0.47","4255.48","891650492792","4161502651","887488990141","7430420773269","20855208963","12","345171696"
"0058","情報・通信業","20250808","7336.91","168.64","2.35","7168.27","47379799272904","1089075284445","46290723988459","26768248176782","645772783039","177","71899568944"
"0059","卸売業","20250808","4139.12","63.25","1.55","4075.87","40108520087076","612882611742","39495637475333","30852707759289","9690115419879","130","11393126126"
"005A","小売業","20250808","2145.63","18.95","0.89","2126.68","27274193756186","240965022843","27033228733343","18680954627525","12711498340284","146","8036638678"
"005B","銀行業","20250808","421.8","2.84","0.68","418.96","51925022500299","350359028710","51574663471589","76360327206321","123102587756300","68","22241400267"
"005C","証券、商品先物取引業","20250808","713.56","8.85","1.26","704.71","5418662397523","67242857012","5351419540511","30103679986241","7593803958779","18","4150218719"
"005D","保険業","20250808","2992.16","-2.02","-0.07","2994.18","18898635618951","-12772819105","18911408438056","209984840210565","6316061531255","9","5794153410"
"005E","その他金融業","20250808","1109.92","27.33","2.52","1082.59","6596796067687","162423622137","6434372445550","31413314608035","5943513737525","21","3430512114"
"005F","不動産業","20250808","2276.94","52.09","2.34","2224.85","11159013924465","255274354547","10903739569918","22318027848929","490088797991","50","6284900588"
"0060","サービス業","20250808","3208.74","33.69","1.06","3175.05","24750537531992","259879624048","24490657907943","15278109587649","771348340207","162","10515552048"
"0070","東証グロース市場250指数","20250808","780.53","-0.92","-0.12","781.45","3094709530895","-3665947891","3098375478786","1097414727268","3964891187091","282","3889990650"
"0075","REIT","20250808","1896.58","-2.81","-0.15","1899.39","15293994969375","-22637436135","15316632405510","26831570121711","8063967410980","57","12375572630"
"0080","TOPIX-17 食品","20250808","408.87","4.49","1.11","404.38","17548956888913","192450006448","17356506882465","22498662678094","4292113091007","78","6111389538"
"0081","TOPIX-17 エネルギー資源","20250808","233.39","4.18","1.82","229.21","4280996779546","76680824443","4204315955103","35674973162880","1834299046456","12","3618550826"
"0082","TOPIX-17 建設・資材","20250808","408.38","2.26","0.56","406.12","20102645767318","111372310325","19991273456993","15345531120090","4922474679917","131","7181580773"
"0083","TOPIX-17 素材・化学","20250808","314.95","1.63","0.52","313.32","30176002137602","156105109139","30019897028463","19984107375895","9581169348880","151","14223433293"
"0084","TOPIX-17 医薬品","20250808","264.23","-6.67","-2.46","270.9","21211049062702","-535684677855","21746733740558","62385438419713","8027474849743","34","6473284706"
"0085","TOPIX-17 自動車・輸送機","20250808","335.05","9.43","2.9","325.62","43323550137005","1218496555851","42105053581154","80228796550009","12930568497546","54","19100452104"
"0086","TOPIX-17 鉄鋼・非鉄","20250808","369.02","-3.33","-0.89","372.35","10552244282125","-95345036688","10647589318812","24540102981686","2859570177864","43","3533259431"
"0087","TOPIX-17 機械","20250808","773.59","9.11","1.19","764.48","35616766261919","419559362727","35197206899192","30441680565743","4604087019590","117","8647438198"
"0088","TOPIX-17 電機・精密","20250808","404.13","5.45","1.37","398.68","109938700930071","1483476048091","108455224881980","69143837062938","27203786306830","159","30382633877"
"0089","TOPIX-17 情報通信・サービスその他","20250808","440.51","9.08","2.1","431.43","91322000623629","1882127125516","89439873498114","24095514676419","20731137061896","379","85790069676"
"008A","TOPIX-17 電力・ガス","20250808","95.96","0.77","0.81","95.19","7650212838716","61466416510","7588746422206","33261794950939","7972116633077","23","4455886279"
"008B","TOPIX-17 運輸・物流","20250808","222.67","2.55","1.16","220.12","20495706026550","235093631331","20260612395219","35957378993947","9204402172581","57","6884073386"
"008C","TOPIX-17 商社・卸売","20250808","1005.72","15.37","1.55","990.35","40108520087076","612882611742","39495637475333","30852707759289","3988044865630","130","11393126126"
"008D","TOPIX-17 小売","20250808","372.73","3.29","0.89","369.44","27274193756186","240965022843","27033228733343","18680954627525","7317322563982","146","8036638678"
"008E","TOPIX-17 銀行","20250808","271.26","1.83","0.68","269.43","51925022500299","350359028710","51574663471589","76360327206321","19141929534768","68","22241400267"
"008F","TOPIX-17 金融（除く銀行）","20250808","312.65","2.2","0.71","310.45","30914094084162","216893660045","30697200424117","64404362675337","9887883982801","48","13374884244"
"0090","TOPIX-17 不動産","20250808","476.26","10.89","2.34","465.37","11159013924465","255274354547","10903739569918","22318027848929","2343047785860","50","6284900588"
"0099","東証インフラファンド指数","20250808","679.84","0.11","0.02","679.73","85522220868","14029670","85508191198","1710444417350","125797656287","5","150433025"
"0503","JPXプライム150指数","20250808","1314.43","20.48","1.58","1293.95","337692940327270","5260613781899","332432326545371","228170905626534","256912483343326","148","143634976667"
"1000","TOPIX レバレッジ（2倍）指数","20250808","105132.58","2484.09","2.42","102648.49","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20250808","1470.42","-18.01","-1.21","1488.43","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20250808","132.25","-3.28","-2.42","135.53","0","0","0","0","0","-","0"
"1003","JPX日経400 レバレッジ・インデックス","20250808","48462.54","1033.94","2.18","47428.6","0","0","0","0","0","-","0"
"1004","JPX日経400 インバース・インデックス","20250808","2398.5","-26.43","-1.09","2424.93","0","0","0","0","0","-","0"
"1005","JPX日経400 ダブルインバース・インデックス","20250808","376.31","-8.39","-2.18","384.7","0","0","0","0","0","-","0"
"1006","東証REIT インバース（-1倍）指数","20250808","7511.05","11.25","0.15","7499.8","0","0","0","0","0","-","0"
"1007","東証REIT レバレッジ（2倍）指数","20250808","8319.73","-25.03","-0.3","8344.76","0","0","0","0","0","-","0"
"1008","東証REIT ダブルインバース（-2倍）指数","20250808","4394.46","13.14","0.3","4381.32","0","0","0","0","0","-","0"
