"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250916","3168.36","7.87","0.25","3160.49","599419956592276","1489598829375","597930357762901","35786266065210","18918935239290","1675","258861225679"
"0002","大型","20250916","3088.57","7.41","0.24","3081.16","395954982517055","949570584781","395005411932273","395954982517055","12820015245742","100","171069600056"
"0003","中型","20250916","3433.02","7.23","0.21","3425.79","156956177405618","330717891602","156625459514016","39635398334752","4571955527901","396","61397798498"
"0004","小型","20250916","5455.89","24.56","0.45","5431.33","46508796669603","209310352992","46299486316611","3944766469008","852451404280","1179","26393827125"
"0028","TOPIX Core30","20250916","1643.92","0.55","0.03","1643.37","246418991681031","82515755829","246336475925201","821396638936769","149897564917866","30","115761855880"
"0029","TOPIX Large70","20250916","3093.01","17.93","0.58","3075.08","149535990836024","867054828952","148668936007072","213622844051463","48346426756718","70","55307744176"
"002A","TOPIX 100","20250916","2142.45","5.13","0.24","2137.32","395954982517055","949570584781","395005411932273","395954982517055","184813686738325","100","171069600056"
"002B","TOPIX Mid400","20250916","3262.53","6.87","0.21","3255.66","156956177405618","330717891602","156625459514016","39635398334752","48108660485416","396","61397798498"
"002C","TOPIX 500","20250916","2469.82","5.71","0.23","2464.11","552911159922673","1280288476383","551630871446289","111474024177958","223866547025919","496","232467398554"
"002D","TOPIX Small","20250916","3695.64","16.63","0.45","3679.01","46508796669603","209310352992","46299486316611","3944766469008","12584763331442","1179","26393827125"
"002E","TOPIX 1000","20250916","2996.85","7.03","0.24","2989.82","585563233631503","1372316007609","584190917623894","59568996300255","195393185156575","983","248236597778"
"002F","TOPIX Small500","20250916","1630.73","4.6","0.28","1626.13","32652073708831","92027531226","32560046177605","6704737927891","20023010788420","487","15769199223"
"0040","水産・農林業","20250916","673.08","7.69","1.16","665.39","485587670476","5545789173","480041881303","6936966721090","72144179910","7","283774267"
"0041","鉱業","20250916","773.56","3.32","0.43","770.24","1904902986748","8166455189","1896736531559","38098059734967","246252979781","5","771914089"
"0042","建設業","20250916","2337.69","-1.18","-0.05","2338.87","14422979871002","-7258319438","14430238190440","18977605093424","616975366912","76","4837764006"
"0043","食料品","20250916","2414.23","11.15","0.46","2403.08","17320951764117","80009815980","17240941948137","24395706710024","717451813771","71","5827115271"
"0044","繊維製品","20250916","831.52","3.72","0.45","827.8","2262822450333","10124479923","2252697970410","10775345001587","272130273331","21","1586448332"
"0045","パルプ・紙","20250916","601.57","3.75","0.63","597.82","858642949109","5364328641","853278620468","10733036863862","142732615529","8","882847100"
"0046","化学","20250916","2531.67","22.58","0.9","2509.09","28164673080097","251209365834","27913463714263","23085797606637","11124918221691","122","11754140695"
"0047","医薬品","20250916","3585.43","-3.36","-0.09","3588.79","22231289735864","-20833090346","22252122826210","67367544654133","6200459739416","33","6470432610"
"0048","石油・石炭製品","20250916","2099.62","56.71","2.78","2042.91","2896249772294","78224596343","2818025175952","41374996747061","137941815950","7","2846636737"
"0049","ゴム製品","20250916","5435.87","21.55","0.4","5414.32","4119288026939","16335566882","4102952460057","37448072972175","75779681012","11","802488348"
"004A","ガラス・土石製品","20250916","1584.82","13.2","0.84","1571.62","3888400225365","32377928684","3856022296681","15553600901461","245353024668","25","1081725308"
"004B","鉄鋼","20250916","779.03","3.59","0.46","775.44","4776343870001","22022412554","4754321457447","20766712478265","613112601065","23","1908775557"
"004C","非鉄金属","20250916","2637.82","13.77","0.52","2624.05","7434896150570","38809996539","7396086154031","37174480752849","281857637650","20","1624481235"
"004D","金属製品","20250916","1646.62","3.53","0.21","1643.09","2923251276334","6269577989","2916981698345","9744170921114","177530166170","30","1262879159"
"004E","機械","20250916","3918.95","24.9","0.64","3894.05","35555617522258","225967070188","35329650452070","30389416685691","907273405190","117","8645927729"
"004F","電気機器","20250916","5408.41","8.82","0.16","5399.59","103133747176093","168115952814","102965631223280","78728051279460","1906913996391","131","27139668339"
"0050","輸送用機器","20250916","4713.05","55.94","1.2","4657.11","41621938064646","494053354190","41127884710456","96795204801502","883121211520","43","18297963755"
"0051","精密機器","20250916","12220.42","115.9","0.96","12104.52","12284004533603","116502340694","12167502192909","43871444762870","100520279786","28","3242545276"
"0052","その他製品","20250916","7857.93","-189.61","-2.36","8047.54","18952776928322","-457332777661","19410109705983","47381942320804","241193124856","40","3382292534"
"0053","電気・ガス業","20250916","625.46","1.45","0.23","624.01","8257312991583","19191871253","8238121120330","35901360832969","1320198797284","23","4455895893"
"0054","陸運業","20250916","2370.48","17.88","0.76","2352.6","14815710940243","111716044576","14703994895666","40042462000656","625009660253","37","4993257598"
"0055","海運業","20250916","1898.71","3.83","0.2","1894.88","3478680105815","7013956260","3471666149555","57978001763578","183213066596","6","876432921"
"0056","空運業","20250916","245.81","-0.88","-0.36","246.69","2030868134183","-7304207108","2038172341291","101543406709163","826210545877","2","669220621"
"0057","倉庫・運輸関連業","20250916","4364.77","33.5","0.77","4331.27","901660543936","6920440629","894740103307","7513837866134","20657680642","12","342397996"
"0058","情報・通信業","20250916","7776.66","6.91","0.09","7769.75","48684085402918","43236157425","48640849245493","27979359426964","626028281731","174","71473705617"
"0059","卸売業","20250916","4513.13","38.57","0.86","4474.56","43687549092067","373380004616","43314169087452","33866317125634","9680103190524","129","11385698023"
"005A","小売業","20250916","2152.04","-13.94","-0.64","2165.98","27343879378641","-177157762471","27521037141111","18857847847338","12706037852974","145","9571780779"
"005B","銀行業","20250916","448.99","-2.1","-0.47","451.09","55272308259946","-258512701261","55530820961206","81282806264626","123102589072204","68","22241400337"
"005C","証券、商品先物取引業","20250916","766.44","6.84","0.9","759.6","5820260073347","51913579237","5768346494110","32334778185259","7593923488296","18","4150231702"
"005D","保険業","20250916","3101.97","25.15","0.82","3076.82","19649200881326","159283360180","19489917521146","196492008813259","6334433325755","10","5818250017"
"005E","その他金融業","20250916","1172.85","8.26","0.71","1164.59","6970904896397","49130797868","6921774098528","33194785220936","5943542821451","21","3430530799"
"005F","不動産業","20250916","2399.33","-17.11","-0.71","2416.44","11762026373647","-83838653171","11845865026818","23524052747294","490220454962","50","6292726438"
"0060","サービス業","20250916","3307.16","15.68","0.48","3291.48","25507145464057","120951097172","25386194366885","15745151521023","771270231483","162","10509876592"
"0070","東証グロース市場250指数","20250916","765.74","3.95","0.52","761.79","2957034584371","15263770858","2941770813513","1048593824245","3861649012307","282","3917845599"
"0075","REIT","20250916","1950.97","12.91","0.67","1938.06","15723580192850","104061885690","15619518307160","27585228408509","8059365547755","57","12909273865"
"0080","TOPIX-17 食品","20250916","414.91","1.99","0.48","412.92","17806539434593","85555605153","17720983829440","22828896711017","4291670807035","78","6110889538"
"0081","TOPIX-17 エネルギー資源","20250916","261.74","4.71","1.83","257.03","4801152759043","86391051532","4714761707511","40009606325355","1834299046456","12","3618550826"
"0082","TOPIX-17 建設・資材","20250916","431.37","0.64","0.15","430.73","21234631372701","31389187235","21203242185467","16209642269238","4922610323309","131","7182368474"
"0083","TOPIX-17 素材・化学","20250916","326.54","2.79","0.86","323.75","31286138479539","266698174398","31019440305142","20719297006317","9581176059579","151","14223436127"
"0084","TOPIX-17 医薬品","20250916","277.17","-0.26","-0.09","277.43","22231289735864","-20833090346","22252122826210","67367544654133","8020679269402","33","6470432610"
"0085","TOPIX-17 自動車・輸送機","20250916","353.74","3.94","1.13","349.8","45741226091585","510388921072","45230837170514","84705974243676","12930568497546","54","19100452104"
"0086","TOPIX-17 鉄鋼・非鉄","20250916","427.03","2.13","0.5","424.9","12211240020571","60832409093","12150407611478","28398232605978","2859563894079","43","3533256792"
"0087","TOPIX-17 機械","20250916","772.32","4.9","0.64","767.42","35555617522258","225967070188","35329650452070","30389416685691","4603718447330","117","8645927729"
"0088","TOPIX-17 電機・精密","20250916","424.27","1.04","0.25","423.23","115417751709697","284618293508","115133133416189","72589780949495","27203604562345","159","30382213615"
"0089","TOPIX-17 情報通信・サービスその他","20250916","456.56","-1.44","-0.31","458","93144007795297","-293145523064","93437153318361","24772342498749","20401312015900","376","85365874743"
"008A","TOPIX-17 電力・ガス","20250916","103.58","0.24","0.23","103.34","8257312991583","19191871253","8238121120330","35901360832969","7972125521970","23","4455895893"
"008B","TOPIX-17 運輸・物流","20250916","230.71","1.29","0.56","229.42","21226919724177","118346234358","21108573489819","37240210042415","9200678894652","57","6881309136"
"008C","TOPIX-17 商社・卸売","20250916","1096.6","9.38","0.86","1087.22","43687549092067","373380004616","43314169087452","33866317125634","3983924252185","129","11385698023"
"008D","TOPIX-17 小売","20250916","373.85","-2.42","-0.64","376.27","27343879378641","-177157762471","27521037141111","18857847847338","7314179256566","145","9571780779"
"008E","TOPIX-17 銀行","20250916","288.75","-1.35","-0.47","290.1","55272308259946","-258512701261","55530820961206","81282806264626","19141929739386","68","22241400337"
"008F","TOPIX-17 金融（除く銀行）","20250916","327.5","2.63","0.81","324.87","32440365851069","260327737285","32180038113784","66204828267488","9905453910159","49","13399012518"
"0090","TOPIX-17 不動産","20250916","501.86","-3.58","-0.71","505.44","11762026373647","-83838653171","11845865026818","23524052747294","2343677219906","50","6292726438"
"0099","東証インフラファンド指数","20250916","728.72","-1.09","-0.15","729.81","91671716355","-136379090","91808095445","1833434327100","125797656287","5","150433025"
"0503","JPXプライム150指数","20250916","1365.89","1.76","0.13","1364.13","351865998481885","452332920773","351413665561113","234577332321257","257609424964709","150","148586345104"
"1000","TOPIX レバレッジ（2倍）指数","20250916","115222.46","573.25","0.5","114649.21","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20250916","1401.44","-3.51","-0.25","1404.95","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20250916","119.98","-0.6","-0.5","120.58","0","0","0","0","0","-","0"
"1003","JPX日経400 レバレッジ・インデックス","20250916","52890.23","346.79","0.66","52543.44","0","0","0","0","0","-","0"
"1004","JPX日経400 インバース・インデックス","20250916","2290.79","-7.58","-0.33","2298.37","0","0","0","0","0","-","0"
"1005","JPX日経400 ダブルインバース・インデックス","20250916","342.76","-2.28","-0.66","345.04","0","0","0","0","0","-","0"
"1006","東証REIT インバース（-1倍）指数","20250916","7294.14","-49.2","-0.67","7343.34","0","0","0","0","0","-","0"
"1007","東証REIT レバレッジ（2倍）指数","20250916","8795.35","116.3","1.34","8679.05","0","0","0","0","0","-","0"
"1008","東証REIT ダブルインバース（-2倍）指数","20250916","4140.1","-56.23","-1.34","4196.33","0","0","0","0","0","-","0"
"4030","TOPIX Micro Cap","20250916","14095.94","119.3","0.85","13976.64","13856722960773","117282821766","13739440139007","2002416612828","9830291121177","692","10624627901"
"5000","東証プライム市場指数","20250916","1631.01","4.08","0.25","1626.93","599077086290033","1496043350594","597581042939439","37163590960920","367305068381413","1612","257503317467"
"5001","東証スタンダード市場指数","20250916","1502.34","4.71","0.31","1497.63","12574374361988","39379267945","12534995094043","803474400127","8369860658239","1565","13468462318"
"5002","東証グロース市場指数","20250916","997.36","6.1","0.62","991.26","3559087195761","21778664171","3537308531590","592194208945","3568510219766","601","5342592362"
"5003","東証プライム市場コンポジット指数","20250916","1630.62","4.07","0.25","1626.55","599218345059328","1496001429543","597722343629785","37126291515448","367479638125308","1614","257577394642"
"8000","旧東証株価指数","20250916","3276.14","9.31","0.28","3266.83","1079105719586712","3063563019524","1076042156567188","64424222064878","32938371158119","1675","474863470219"
"8100","TOPIX バリュー","20250916","3836.31","11.09","0.29","3825.22","318084035391557","919183153912","317164852237645","27186669691586","82914078699133","1170","144518279890"
"812C","TOPIX 500 バリュー","20250916","3716.52","10.33","0.28","3706.19","294130764373704","817079388699","293313684985005","77199675688636","79141513382164","381","131189401574"
"812D","TOPIX Small バリュー","20250916","5224","22.26","0.43","5201.74","23953271017853","102103765213","23851167252640","3035902537117","4585231339988","789","13328878316"
"8200","TOPIX グロース","20250916","3701.21","7.51","0.2","3693.7","281335616249737","570413515058","280765202734678","27636111615888","76011865198628","1018","114342778564"
"822C","TOPIX 500 グロース","20250916","3714.47","6.64","0.18","3707.83","258780091672224","463206916535","258316884755689","99149460410814","69668020779088","261","101277829969"
"822D","TOPIX Small グロース","20250916","3597.29","17.1","0.48","3580.19","22555524577513","107206598523","22448317978989","2979593735471","6270140259535","757","13064948594"
"8500","東証配当フォーカス100指数","20250916","3430.54","12.82","0.38","3417.72","295219918830808","1103767398904","294116151431904","295219918830808","86056284660818","100","136141324619"
"8501","東証REITオフィス指数","20250916","1956.96","8.82","0.45","1948.14","6112221227910","27527494100","6084693733810","30561106139550","3123331562391","20","4734671870"
"8502","東証REIT住宅指数","20250916","3108.95","22.13","0.72","3086.82","1963727521850","13977106080","1949750415770","19637275218500","631636719849","10","1502068235"
"8503","東証REIT商業・物流等指数","20250916","2329.67","19.06","0.82","2310.61","7647631443090","62557285510","7585074157580","28324560900333","3282716817927","27","6672533760"
"8506","TOPIX Ex-Financials","20250916","2649.58","7.7","0.29","2641.88","511707282481261","1487783793352","510219498687910","32843856385190","193127624971678","1558","223220812825"
"8507","JPX日経インデックス400","20250916","28489.62","94.74","0.33","28394.88","418728816695467","1392380051353","417336436644114","104682204173867","146975936847865","400","181992159229"
"8508","JPX日経中小型株指数","20250916","22518.89","135.41","0.6","22383.48","8007260598048","48148234909","7959112363139","4003630299024","3555797317753","200","4246953617"
"8509","JPX日経インデックス人的資本100","20250916","22519.33","109.13","0.49","22410.2","262373150135393","1271472463282","261101677672111","262373150135393","116510204414762","100","77525817569"
"8801","東証グロース市場Core指数","20250916","897.69","8.38","0.94","889.31","5696715516","53175223","5643540293","33510091273","6345943682","17","0"
"8802","東証スタンダード市場TOP20","20250916","1424.88","-3.38","-0.24","1428.26","10746171014","-25530797","10771701811","63212770670","7541825056","17","0"
"A128","TOPIX Core30 バリュー","20250916","16867.2","3.66","0.02","16863.54","111419814756005","24139933999","111395674822005","618998970866692","66057099426118","18","50079546721"
"A129","TOPIX Large70 バリュー","20250916","14864.17","69.96","0.47","14794.21","87523486643510","411939154419","87111547489091","171614679693157","58882171743028","51","38231133983"
"A12B","TOPIX Mid400 バリュー","20250916","14134.36","56.58","0.4","14077.78","95187462974189","381000300281","94806462673908","30508802235317","67344738648944","312","42878720869"
"A228","TOPIX Core30 グロース","20250916","13306.94","5.76","0.04","13301.18","134999176925106","58375821829","134940801103277","562496570521277","101450236699317","24","65682309159"
"A229","TOPIX Large70 グロース","20250916","12449.48","91.37","0.74","12358.11","62012200314822","455113503380","61557086811442","163190000828479","49811068896158","38","17076443181"
"A22B","TOPIX Mid400 グロース","20250916","13137.12","-10.69","-0.08","13147.81","61768714432296","-50282408674","61818996840970","31039554991103","47018461744692","199","18519077629"
"A404","TOPIX高配当40指数","20250916","2325.94","9.1","0.39","2316.84","146373670912751","572591264913","145801079647838","365934177281878","62930937675930","40","105658693843"
"A406","TOPIX銀行業高配当指数","20250916","1189.89","-5.59","-0.47","1195.48","37903956906340","-178054565883","38082011472223","252693046042266","31854973843633","15","12700543666"
"A800","東証REIT Core指数","20250916","1148.07","7.81","0.68","1140.26","336906080470","2292869760","334613210710","1123020268233","293454068807","30","0"
