"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250929","3131.57","-55.45","-1.74","3187.02","592414336515326","-10489176533522","602903513048848","35410301046941","18917457902449","1673","269603481647"
"0002","大型","20250929","3058.56","-57.11","-1.83","3115.67","392108422888869","-7321125095514","399429547984383","388226161276108","12820015245742","101","178681938888"
"0003","中型","20250929","3373.84","-53.34","-1.56","3427.18","154250556656148","-2438523653353","156689080309500","38952160771754","4571955527901","396","63775519969"
"0004","小型","20250929","5408.16","-85.67","-1.56","5493.83","46055356970309","-729527784655","46784884754964","3916271851217","851590100673","1176","27146022789"
"0028","TOPIX Core30","20250929","1634.09","-29.72","-1.79","1663.81","244945712227208","-4455671204168","249401383431376","790147458797446","149897564917866","31","120373906864"
"0029","TOPIX Large70","20250929","3043.92","-59.27","-1.91","3103.19","147162710661661","-2865453891346","150028164553007","210232443802373","48346426756718","70","58308032024"
"002A","TOPIX 100","20250929","2121.64","-39.62","-1.83","2161.26","392108422888869","-7321125095514","399429547984383","388226161276108","184813686738325","101","178681938888"
"002B","TOPIX Mid400","20250929","3206.29","-50.69","-1.56","3256.98","154250556656148","-2438523653353","156689080309500","38952160771754","48108660485416","396","63775519969"
"002C","TOPIX 500","20250929","2440.56","-43.59","-1.75","2484.15","546358979545017","-9759648748867","556118628293884","109931384214289","223866547025919","497","242457458857"
"002D","TOPIX Small","20250929","3663.31","-58.03","-1.56","3721.34","46055356970309","-729527784655","46784884754964","3916271851217","12572047882793","1176","27146022789"
"002E","TOPIX 1000","20250929","2961.7","-52.71","-1.75","3014.41","578680391369773","-10297389095491","588977780465263","58868808888075","195387649790198","983","258770522165"
"002F","TOPIX Small500","20250929","1615.04","-26.87","-1.64","1641.91","32321411824756","-537740346624","32859152171380","6650496260238","20012799338217","486","16313063308"
"0040","水産・農林業","20250929","655.71","-11.85","-1.78","667.56","473058883059","-8544577627","481603460686","6757984043703","72144179910","7","283774267"
"0041","鉱業","20250929","799.54","-10.11","-1.25","809.65","1968882058510","-24905804157","1993787862667","39377641170194","246252979781","5","801982438"
"0042","建設業","20250929","2289.88","-47.38","-2.03","2337.26","14111625054222","-291984725731","14403609779953","18815500072296","616260715252","75","4945093710"
"0043","食料品","20250929","2401.02","-52.78","-2.15","2453.8","17226157447257","-378648400765","17604805848022","24262193587686","717451813771","71","5827115271"
"0044","繊維製品","20250929","815.84","-8.33","-1.01","824.17","2220154822729","-22650665842","2242805488571","10572165822520","272129877037","21","1633895388"
"0045","パルプ・紙","20250929","589.36","-14.42","-2.39","603.78","841206674368","-20580875359","861787549727","10515083429605","142732615529","8","895847100"
"0046","化学","20250929","2517.42","-43.91","-1.71","2561.33","28006101299430","-488522752527","28494624051957","22955820737238","11124918221691","122","11822206813"
"0047","医薬品","20250929","3392.56","-62.03","-1.8","3454.59","21035421396368","-384620188860","21420041585227","63743701201114","6200459739416","33","6470432610"
"0048","石油・石炭製品","20250929","2120.41","-50.02","-2.3","2170.43","2924933552806","-68996152766","2993929705572","41784765040088","137941815950","7","2890813617"
"0049","ゴム製品","20250929","5286.04","-80.25","-1.5","5366.29","4005745132324","-60812628582","4066557760906","36415864839310","75779681012","11","802488348"
"004A","ガラス・土石製品","20250929","1549.36","-24.25","-1.54","1573.61","3801396543520","-59499043185","3860895586705","15205586174081","245353024668","25","1081725308"
