"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250912","3160.49","12.73","0.4","3147.76","597930357762901","2406992598922","595523365163979","35697334791815","18918935239290","1675","258861225679"
"0002","大型","20250912","3081.16","14.96","0.49","3066.2","395005411932273","1918360439526","393087051492747","395005411932273","12820015245742","100","171069600056"
"0003","中型","20250912","3425.79","8.01","0.23","3417.78","156625459514016","365857093378","156259602420638","39551883715661","4571955527901","396","61397798498"
"0004","小型","20250912","5431.33","14.4","0.27","5416.93","46299486316611","122775066017","46176711250594","3927013258406","852451404280","1179","26393827125"
"0028","TOPIX Core30","20250912","1643.37","8.76","0.54","1634.61","246336475925201","1312174845433","245024301079769","821121586417338","149897564917866","30","115761855880"
"0029","TOPIX Large70","20250912","3075.08","12.54","0.41","3062.54","148668936007072","606185594093","148062750412978","212384194295817","48346426756718","70","55307744176"
"002A","TOPIX 100","20250912","2137.32","10.38","0.49","2126.94","395005411932273","1918360439526","393087051492747","395005411932273","184813686738325","100","171069600056"
"002B","TOPIX Mid400","20250912","3255.66","7.6","0.23","3248.06","156625459514016","365857093378","156259602420638","39551883715661","48108660485416","396","61397798498"
"002C","TOPIX 500","20250912","2464.11","10.21","0.42","2453.9","551630871446289","2284217532905","549346653913385","111215901501268","223866547025919","496","232467398554"
"002D","TOPIX Small","20250912","3679.01","9.75","0.27","3669.26","46299486316611","122775066017","46176711250594","3927013258406","12584763331442","1179","26393827125"
"002E","TOPIX 1000","20250912","2989.82","12.22","0.41","2977.6","584190917623894","2387887788441","581803029835453","59429391416469","195393185156575","983","248236597778"
"002F","TOPIX Small500","20250912","1626.13","5.18","0.32","1620.95","32560046177605","103670255536","32456375922069","6685841104231","20023010788420","487","15769199223"
"0040","水産・農林業","20250912","665.39","0.5","0.08","664.89","480041881303","365037147","479676844156","6857741161472","72144179910","7","283774267"
"0041","鉱業","20250912","770.24","-4","-0.52","774.24","1896736531559","-9855043507","1906591575065","37934730631178","246252979781","5","771914089"
"0042","建設業","20250912","2338.87","4.67","0.2","2334.2","14430238190440","28779261143","14401458929297","18987155513737","616975366912","76","4837764006"
