"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20251014","3133.99","-63.6","-1.99","3197.59","592339698210839","-12020333186013","604360031396852","35427015443232","18900505830918","1672","269544230723"
"0002","大型","20251014","3088.93","-67.92","-2.15","3156.85","395900664937547","-8705516970403","404606181907949","391980856373809","12816765083027","101","178675931779"
"0003","中型","20251014","3331.65","-57.02","-1.68","3388.67","151959352972686","-2600576554135","154559929526822","38373573983002","4561077174001","396","63657585664"
"0004","小型","20251014","5230.46","-83.98","-1.58","5314.44","44479680300606","-714239661475","45193919962081","3785504706435","850397757432","1175","27210713280"
"0028","TOPIX Core30","20251014","1653.66","-35.86","-2.12","1689.52","247802846480724","-5374551271612","253177397752337","799364020905562","149851411965555","31","120371397674"
"0029","TOPIX Large70","20251014","3063.76","-68.91","-2.2","3132.67","148097818456822","-3330965698790","151428784155613","211568312081175","48338545355092","70","58304534105"
"002A","TOPIX 100","20251014","2142.7","-47.12","-2.15","2189.82","395900664937547","-8705516970403","404606181907949","391980856373809","184766832304672","101","178675931779"
"002B","TOPIX Mid400","20251014","3166.2","-54.19","-1.68","3220.39","151959352972686","-2600576554135","154559929526822","38373573983002","47994192391565","396","63657585664"
"002C","TOPIX 500","20251014","2449.35","-50.55","-2.02","2499.9","547860017910233","-11306093524538","559166111434771","110233404006083","223675432947459","497","242333517443"
"002D","TOPIX Small","20251014","3542.94","-56.89","-1.58","3599.83","44479680300606","-714239661475","45193919962081","3785504706435","12554445287015","1175","27210713280"
"002E","TOPIX 1000","20251014","2966.52","-60.75","-2.01","3027.27","579139947715463","-11858771240718","590998718956181","58915559279294","195225097217155","983","258735850495"
"002F","TOPIX Small500","20251014","1563.72","-27.63","-1.74","1591.35","31279929805230","-552677716180","31832607521410","6436199548401","20003506850016","486","16402333052"
"0040","水産・農林業","20251014","646.92","-7.7","-1.18","654.62","466714741153","-5558736741","472273477894","6667353445047","72144179910","7","283774267"
"0041","鉱業","20251014","765.12","-13.92","-1.79","779.04","1884124044947","-34293877601","1918417922548","37682480898938","246252979781","5","801982438"
"0042","建設業","20251014","2238.17","-17.81","-0.79","2255.98","13769849474387","-109547629201","13879397103589","18359799299183","615227896833","75","4935858550"
"0043","食料品","20251014","2376.35","0.6","0.03","2375.75","17049171505227","4286615251","17044884889977","24012917612996","717451813771","71","5827115271"
"0044","繊維製品","20251014","789.74","-15.06","-1.87","804.8","2084804833171","-39758389515","2124563222687","10424024165856","263987682595","20","1576013673"
"0045","パルプ・紙","20251014","557.87","-5.77","-1.02","563.64","796265514953","-8231779299","804497294251","9953318936907","142732615529","8","895847100"
"0046","化学","20251014","2507.35","-30.79","-1.21","2538.14","27958426813942","-343315941127","28301742755069","22730428304018","11150575961582","123","11879838528"
"0047","医薬品","20251014","3518.31","-100.7","-2.78","3619.01","21814347439142","-624379918253","22438727357395","66104083148915","6200230974168","33","6470047985"
"0048","石油・石炭製品","20251014","2045.64","-25.23","-1.22","2070.87","2801783933918","-34555594786","2836339528704","40025484770251","136963894279","7","2884980717"
"0049","ゴム製品","20251014","5068.84","-178.32","-3.4","5247.16","3841149048205","-135130483973","3976279532178","34919536801866","75779681012","11","802488348"
"004A","ガラス・土石製品","20251014","1534.93","-43.68","-2.77","1578.61","3766381332684","-107172645742","3873553978426","15065525330738","245377929501","25","1082474561"
"004B","鉄鋼","20251014","718.06","0.69","0.1","717.37","4402527804724","4222434383","4398305370341","19141425237930","613112601065","23","4812662092"
"004C","非鉄金属","20251014","2853.01","-106.96","-3.61","2959.97","8041439220791","-301470516635","8342909737426","40207196103955","281857637650","20","1680075066"
"004D","金属製品","20251014","1595.87","-24.15","-1.49","1620.02","2828068342478","-42787097589","2870855440067","9426894474925","177211543000","30","1261679859"
"004E","機械","20251014","4058.55","-93.32","-2.25","4151.87","36780267400221","-845749671944","37626017072164","31436125983095","906241882606","117","9311055839"
