"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250905","3105.31","25.14","0.82","3080.17","587496611733010","4755497468252","582741114264758","35032594617353","18919100120991","1677","258836976239"
"0002","大型","20250905","3021.97","27.55","0.92","2994.42","387417593026709","3532784802678","383884808224031","387417593026709","12820017129768","100","171069613231"
"0003","中型","20250905","3377.61","19.96","0.59","3357.65","154422825323240","912418974149","153510406349091","38995662960414","4571955527901","396","61397798498"
"0004","小型","20250905","5355.28","36.4","0.68","5318.88","45656193383061","310293691425","45345899691636","3865892750471","852546015407","1181","26369564509"
"0028","TOPIX Core30","20250905","1610.55","13.85","0.87","1596.7","241417530702392","2076097304055","239341433398337","804725102341307","149897564917866","30","115761855880"
"0029","TOPIX Large70","20250905","3019.87","30.13","1.01","2989.74","146000062324317","1456687498622","144543374825694","208571517606167","48346445581952","70","55307757352"
"002A","TOPIX 100","20250905","2096.26","19.12","0.92","2077.14","387417593026709","3532784802678","383884808224031","387417593026709","184813713898493","100","171069613231"
"002B","TOPIX Mid400","20250905","3209.88","18.97","0.59","3190.91","154422825323240","912418974149","153510406349091","38995662960414","48108660485416","396","61397798498"
"002C","TOPIX 500","20250905","2420.37","19.85","0.83","2400.52","541840418349949","4445203776827","537395214573122","109242019828619","223866570559175","496","232467411730"
"002D","TOPIX Small","20250905","3627.49","24.65","0.68","3602.84","45656193383061","310293691425","45345899691636","3865892750471","12586160078084","1181","26369564509"
"002E","TOPIX 1000","20250905","2937.4","23.88","0.82","2913.52","573947657919177","4665785659173","569281872260004","58387350754748","195393204550933","983","248204220553"
"002F","TOPIX Small500","20250905","1603.52","11.02","0.69","1592.5","32107239569228","220581882346","31886657686881","6592862334544","20023010788420","487","15736808823"
"0040","水産・農林業","20250905","658.76","5.21","0.8","653.55","475257845065","3761056958","471496788108","6789397786648","72144179910","7","283774267"
"0041","鉱業","20250905","762.26","10.81","1.44","751.45","1877090848617","26617441020","1850473407597","37541816972349","246252979781","5","771914089"
"0042","建設業","20250905","2303.77","-3.33","-0.14","2307.1","14213671419326","-20549044731","14234220464058","18702199235956","616975366912","76","4837764006"
"0043","食料品","20250905","2425.83","7.38","0.31","2418.45","17404135681853","52917338495","17351218343358","24512867157539","717451813771","71","5827115271"
