"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250630","2852.84","12.3","0.43","2840.54","540213276898828","1102107888158","539111169010670","32136423372923","18935997089629","1681","257055779423"
"0002","大型","20250630","2799.37","12.1","0.43","2787.27","358910272323777","821926587878","358088345735899","358910272323777","12821102622950","100","169803670162"
"0003","中型","20250630","3059.16","16.32","0.54","3042.84","140180256109425","434069645801","139746186463625","35309888188772","4582317820523","397","60921896328"
"0004","小型","20250630","4810.52","3.44","0.07","4807.08","41122748465625","-153888345521","41276636811146","3473205106894","854850406024","1184","26330212933"
"0028","TOPIX Core30","20250630","1494.34","3.64","0.24","1490.7","223996517898397","268573226943","223727944671455","746655059661324","149896336788919","30","115749087567"
"0029","TOPIX Large70","20250630","2789.89","20.81","0.75","2769.08","134913754425380","553353360935","134360401064445","192733934893400","48358034272633","70","54054582595"
"002A","TOPIX 100","20250630","1941.85","8.4","0.43","1933.45","358910272323777","821926587878","358088345735899","358910272323777","184829362397582","100","169803670162"
"002B","TOPIX Mid400","20250630","2907.24","15.51","0.54","2891.73","140180256109425","434069645801","139746186463625","35309888188772","48217698295284","397","60921896328"
"002C","TOPIX 500","20250630","2227.76","10.27","0.46","2217.49","499090528433203","1255996233679","497834532199524","100420629463421","224032930980644","497","230725566490"
"002D","TOPIX Small","20250630","3258.49","2.33","0.07","3256.16","41122748465625","-153888345521","41276636811146","3473205106894","12620179859618","1184","26330212933"
"002E","TOPIX 1000","20250630","2700.22","11.97","0.45","2688.25","527962993718114","1128805784637","526834187933478","53545942567760","195525811127963","986","246346282095"
"002F","TOPIX Small500","20250630","1442.54","2.03","0.14","1440.51","28872465284912","-127190449042","28999655733954","5904389628816","20015037361457","489","15620715606"
"0040","水産・農林業","20250630","581.41","4.75","0.82","576.66","421112461685","3442075000","417670386686","6015892309791","72429180909","7","284274267"
"0041","鉱業","20250630","598.45","8.8","1.49","589.65","1346192559073","19793235269","1326399323804","26923851181466","224947461393","5","708957286"
"0042","建設業","20250630","1988.48","20.25","1.03","1968.23","12286535509624","125449150916","12161086358709","16166494091611","617885293466","76","4844868555"
"0043","食料品","20250630","2281.4","19.94","0.88","2261.46","16343861712378","137457875649","16206403836729","23019523538561","716395312189","71","5808187193"
"0044","繊維製品","20250630","779.81","1.27","0.16","778.54","2121604078325","-3971110761","2125575189087","10102876563453","272067505496","21","1586053548"
"0045","パルプ・紙","20250630","522.39","6.25","1.21","516.14","748890293198","8948952548","739941340650","9361128664972","143359382066","8","885832100"
"0046","化学","20250630","2339.36","12.63","0.54","2326.73","25924749195200","115447439757","25809301755444","21077031866017","11081960323250","123","11666170951"
"0047","医薬品","20250630","3399.02","39.4","1.17","3359.62","21334758240885","172293191637","21162465049248","62749288943780","6276746192123","34","6516858445"
"0048","石油・石炭製品","20250630","1668.4","9.66","0.58","1658.74","2301423954388","13331912884","2288092041505","32877485062690","137941815950","7","2846636737"
"0049","ゴム製品","20250630","4447.33","19.42","0.44","4427.91","3290076827441","9056951367","3281019876075","29909789340376","73978718942","11","773310825"
"004A","ガラス・土石製品","20250630","1363.79","1.47","0.11","1362.32","3326768847633","3587430093","3323181417540","13307075390532","243935867625","25","1068899404"
"004B","鉄鋼","20250630","654.48","1.48","0.23","653","4014498206158","9073384604","4005424821553","17454340026772","613387830768","23","1915589926"
"004C","非鉄金属","20250630","1770.18","-10.73","-0.6","1780.91","4986192188788","-30233884221","5016426073009","24930960943942","281677454840","20","1622851567"
"004D","金属製品","20250630","1468.68","0.1","0.01","1468.58","2616583584792","183695115","2616399889677","8721945282640","178158283595","30","1264678563"
"004E","機械","20250630","3662.53","19.56","0.54","3642.97","33144517312876","32145359983","33112371952892","28328647275962","904963287832","117","8646840597"
"004F","電気機器","20250630","5078.3","-15.92","-0.31","5094.22","96622906196880","-438060062339","97060966259219","73199171361273","1902661096613","132","26926105073"
"0050","輸送用機器","20250630","4115.47","-46.41","-1.12","4161.88","36244456396297","-486956326895","36731412723192","82373764537040","880687779022","44","18198832742"
"0051","精密機器","20250630","10781.76","96.09","0.9","10685.67","10833774471277","57789314913","10775985156363","40125090634358","100482390071","27","3247036845"
"0052","その他製品","20250630","7735.05","108.54","1.42","7626.51","18488097017665","207626934180","18280470083485","46220242544163","239017104106","40","3314615206"
"0053","電気・ガス業","20250630","499.59","10.61","2.17","488.98","6595584784209","71398365993","6524186418215","28676455583516","1320197272270","23","4455885913"
"0054","陸運業","20250630","2080.44","12.31","0.6","2068.13","13015466580938","76997123733","12938469457204","35176936705237","625612460279","37","4997395693"
"0055","海運業","20250630","1782.77","-4.27","-0.24","1787.04","3266219307512","-91416579633","3357635887145","54436988458535","183210040702","6","876421371"
"0056","空運業","20250630","233.03","-0.14","-0.06","233.17","1925289255617","-1204099954","1926493355571","96264462780844","826210545877","2","669220621"
"0057","倉庫・運輸関連業","20250630","3955.65","15.66","0.4","3939.99","875618444003","3464913737","872153530266","7296820366693","22135910461","12","352461644"
"0058","情報・通信業","20250630","6901.33","117.27","1.73","6784.06","44374241984834","546212354661","43828029630173","25212637491383","642980624144","176","71856354584"
