"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250925","3185.35","14.9","0.47","3170.45","602593283548121","2818852343866","599774431204255","36018725854640","18917620081539","1673","258851529745"
"0002","大型","20250925","3118.88","13.54","0.44","3105.34","399841261839123","1735828422178","398105433416945","399841261839123","12820015245742","100","171069600056"
"0003","中型","20250925","3417.08","19.71","0.58","3397.37","156227269920913","900860336825","155326409584088","39451330788109","4571955527901","396","61397798498"
"0004","小型","20250925","5462.67","21.39","0.39","5441.28","46524751788085","182163584863","46342588203222","3952825130678","851684669063","1177","26384131191"
"0028","TOPIX Core30","20250925","1665.02","10.23","0.62","1654.79","249583032924573","1534281693313","248048751231259","831943443081909","149897564917866","30","115761855880"
"0029","TOPIX Large70","20250925","3107.95","4.17","0.13","3103.78","150258228914550","201546728865","150056682185685","214654612735072","48346426756718","70","55307744176"
"002A","TOPIX 100","20250925","2163.48","9.39","0.44","2154.09","399841261839123","1735828422178","398105433416945","399841261839123","184813686738325","100","171069600056"
"002B","TOPIX Mid400","20250925","3247.38","18.72","0.58","3228.66","156227269920913","900860336825","155326409584088","39451330788109","48108660485416","396","61397798498"
"002C","TOPIX 500","20250925","2483.93","11.78","0.48","2472.15","556068531760036","2636688759003","553431843001033","112110591080652","223866547025919","496","232467398554"
"002D","TOPIX Small","20250925","3700.24","14.49","0.39","3685.75","46524751788085","182163584863","46342588203222","3952825130678","12573443998520","1177","26384131191"
"002E","TOPIX 1000","20250925","3013.13","14.21","0.47","2998.92","588727910944692","2775585271868","585952325672825","59951925758115","195387650873701","982","248230004720"
"002F","TOPIX Small500","20250925","1631.92","6.94","0.43","1624.98","32659379184656","138896512864","32520482671792","6720036869271","20012801327440","486","15762606165"
"0040","水産・農林業","20250925","662.06","4.61","0.7","657.45","477637162807","3327124653","474310038154","6823388040101","72144179910","7","283774267"
"0041","鉱業","20250925","800.41","8.48","1.07","791.93","1971040363902","20877758832","1950162605070","39420807278036","246252979781","5","771914089"
"0042","建設業","20250925","2302.31","8.4","0.37","2293.91","14188210233670","51715475013","14136494758658","18917613644894","616260715252","75","4831172055"
"0043","食料品","20250925","2416.83","6.88","0.29","2409.95","17339607687897","49373563033","17290234124864","24421982659011","717451813771","71","5827115271"
"0044","繊維製品","20250925","819.26","4.01","0.49","815.25","2229464362560","10935593948","2218528768612","10616496964573","272130273331","21","1586448332"
"0045","パルプ・紙","20250925","600.33","3.67","0.62","596.66","856868858303","5238952426","851629905877","10710860728786","142732615529","8","882847100"
"0046","化学","20250925","2543.73","7.98","0.31","2535.75","28298832105301","88859932296","28209972173006","23195764020739","11124918221691","122","11754140695"
"0047","医薬品","20250925","3503.43","-30.09","-0.85","3533.52","21722867726158","-186595764641","21909463490799","65826871897449","6200459739416","33","6470432610"
"0048","石油・石炭製品","20250925","2173.24","38.86","1.82","2134.38","2997802976646","53597113844","2944205862802","42825756809221","137941815950","7","2846636737"
"0049","ゴム製品","20250925","5356.88","-1.71","-0.03","5358.59","4059424250560","-1299381333","4060723631892","36903856823271","75779681012","11","802488348"
"004A","ガラス・土石製品","20250925","1570.67","11.06","0.71","1559.61","3853698001827","27149318260","3826548683567","15414792007308","245353024668","25","1081725308"
"004B","鉄鋼","20250925","752.39","-6.71","-0.88","759.1","4613011772333","-41105099642","4654116871975","20056572923186","613112601065","23","1908775557"
"004C","非鉄金属","20250925","2745.11","86.24","3.24","2658.87","7737291285948","243060229277","7494231056671","38686456429742","281857637650","20","1624481235"
"004D","金属製品","20250925","1640.1","2.35","0.14","1637.75","2911678447117","4174748488","2907503698629","9705594823723","177530166170","30","1262879159"
"004E","機械","20250925","3990.33","18.52","0.47","3971.81","36203199260506","167990584216","36035208676289","30942905350860","907273405190","117","8645927729"
"004F","電気機器","20250925","5608.87","38.54","0.69","5570.33","106956311651289","735003473216","106221308178074","81646039428465","1906913996391","131","27139668339"
"0050","輸送用機器","20250925","4765.61","40.74","0.86","4724.87","42086110666357","359768250466","41726342415890","97874675968272","883121211520","43","18297963755"
"0051","精密機器","20250925","11878.19","-138.47","-1.15","12016.66","11939988023191","-139190475409","12079178498600","42642814368539","100520279786","28","3242545276"
"0052","その他製品","20250925","7463.07","-75.87","-1.01","7538.94","18000400549561","-183015421835","18183415971397","45001001373903","241193124856","40","3382292534"
"0053","電気・ガス業","20250925","600.4","8.04","1.36","592.36","7926475759818","106203513882","7820272245936","34462938086165","1320198797284","23","4455895893"
"0054","陸運業","20250925","2354.44","6.9","0.29","2347.54","14715483436585","43135217194","14672348219391","39771576855635","625009660253","37","4993257598"
"0055","海運業","20250925","1836.82","13.53","0.74","1823.29","3365296703118","24796930839","3340499772278","56088278385292","183213066596","6","876432921"
"0056","空運業","20250925","242.24","-0.01","0","242.25","2001422426870","-47268798","2001469695668","100071121343513","826210545877","2","669220621"
