"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250826","3071.99","-33.5","-1.08","3105.49","582644476555885","-6353211120949","588997687676834","34701874720422","18966332869070","1679","257729943688"
"0002","大型","20250826","2996.24","-38.92","-1.28","3035.16","384145295575024","-4990406946983","389135702522007","384145295575024","12820925613993","100","169975426613"
"0003","中型","20250826","3326.83","-24.02","-0.72","3350.85","153487064288946","-1108371801025","154595436089970","38661729040037","4613614243135","397","61495019099"
"0004","小型","20250826","5276.94","-29.82","-0.56","5306.76","45012116691916","-254432372941","45266549064857","3808131699824","852997122487","1182","26259497976"
"0028","TOPIX Core30","20250826","1603.56","-23.06","-1.42","1626.62","240367567980109","-3456675998014","243824243978123","801225226600365","149896612635190","30","115753894855"
"0029","TOPIX Large70","20250826","2973.31","-31.72","-1.06","3005.03","143777727594914","-1533730948969","145311458543884","205396753707020","48356098117239","70","54221531758"
"002A","TOPIX 100","20250826","2078.41","-27","-1.28","2105.41","384145295575024","-4990406946983","389135702522007","384145295575024","184826810631675","100","169975426613"
"002B","TOPIX Mid400","20250826","3161.62","-22.83","-0.72","3184.45","153487064288946","-1108371801025","154595436089970","38661729040037","48547016671343","397","61495019099"
"002C","TOPIX 500","20250826","2395.2","-27.17","-1.12","2422.37","537632359863969","-6098778748008","543731138611977","108175525123535","224462831885674","497","231470445712"
"002D","TOPIX Small","20250826","3574.43","-20.2","-0.56","3594.63","45012116691916","-254432372941","45266549064857","3808131699824","12592819784211","1182","26259497976"
"002E","TOPIX 1000","20250826","2906.23","-32","-1.09","2938.23","569330582495137","-6268794509394","575599377004531","57800059136562","195899955724715","985","247102703206"
"002F","TOPIX Small500","20250826","1580.83","-8.47","-0.53","1589.3","31698222631168","-170015761386","31868238392554","6495537424420","20051684132558","488","15632257495"
"0040","水産・農林業","20250826","629.2","-7.15","-1.12","636.35","455725157349","-5176981608","460902138957","6510359390701","72429180909","7","284274267"
"0041","鉱業","20250826","715.03","-4.06","-0.56","719.09","1760782817756","-10008325111","1770791142866","35215656355111","246252979781","5","771914089"
"0042","建設業","20250826","2225.29","-27.68","-1.23","2252.97","13729320737101","-170785348462","13900106085563","18064895706712","616968754875","76","4837735638"
"0043","食料品","20250826","2373.17","-17.13","-0.72","2390.3","17026349259274","-122924320496","17149273579770","23980773604612","717451813771","71","5827115271"
"0044","繊維製品","20250826","816.56","-0.09","-0.01","816.65","2222116367843","-234363008","2222350730851","10581506513538","272130273331","21","1586448332"
"0045","パルプ・紙","20250826","574.73","-0.49","-0.09","575.22","820324525532","-698896647","821023422178","10254056569148","142732615529","8","882847100"
"0046","化学","20250826","2481.78","-18.14","-0.73","2499.92","27609629300165","-201721372861","27811350673026","22630843688660","11124909570489","122","11754137861"
"0047","医薬品","20250826","3449.12","-85.52","-2.42","3534.64","21386088356766","-530239610591","21916327967357","64806328353835","6200441389339","33","6470404706"
"0048","石油・石炭製品","20250826","1970.59","-20.07","-1.01","1990.66","2718267651687","-27682955836","2745950607523","38832395024103","137941815950","7","2846636737"
"0049","ゴム製品","20250826","5160.35","-34.14","-0.66","5194.49","3910498498040","-25871211718","3936369709757","35549986345814","75779681012","11","802488348"
"004A","ガラス・土石製品","20250826","1496.79","-5.17","-0.34","1501.96","3672025657070","-12677782570","3684703439640","14688102628279","245326410030","25","1080976056"
"004B","鉄鋼","20250826","740.04","-2.91","-0.39","742.95","4537257252907","-17846715316","4555103968224","19727205447423","613112601065","23","1908775557"
"004C","非鉄金属","20250826","2350.81","-12.23","-0.52","2363.04","6625928069020","-34490746492","6660418815513","33129640345101","281857637650","20","1624481235"
"004D","金属製品","20250826","1606.99","-18.43","-1.13","1625.42","2852894694665","-32704781898","2885599476562","9509648982216","177529965840","30","1262878249"
"004E","機械","20250826","3861.81","-44.16","-1.13","3905.97","35040045892814","-400654994623","35440700887437","29948757173345","907347447091","117","8647439518"
"004F","電気機器","20250826","5180.36","-49.45","-0.95","5229.81","98785033700726","-942816091482","99727849792208","75408422672310","1906913219759","131","27139652920"
"0050","輸送用機器","20250826","4625.7","-62.76","-1.34","4688.46","40850532882799","-554237127276","41404770010075","95001239262322","883121211520","43","18297963755"
"0051","精密機器","20250826","11482.2","-33.35","-0.29","11515.55","11542719376833","-33531888202","11576251265035","41223997774405","100527082379","28","3242982461"
"0052","その他製品","20250826","7768.48","-107.84","-1.37","7876.32","18737040820930","-260109805598","18997150626528","46842602052324","241193124856","40","3374948684"
"0053","電気・ガス業","20250826","592.1","-13.02","-2.15","605.12","7816838701168","-171916198787","7988754899955","33986255222467","1320197257256","23","4455885213"
"0054","陸運業","20250826","2261.65","-32.69","-1.42","2294.34","14135552692995","-204281778919","14339834471915","38204196467555","625009660253","37","4993257598"
"0055","海運業","20250826","1850.99","-5.74","-0.31","1856.73","3391203491858","-10519260574","3401722752432","56520058197626","183210620549","6","876423471"
"0056","空運業","20250826","244.3","-0.89","-0.36","245.19","2018414159859","-7406209808","2025820369667","100920707992969","826210545877","2","669220621"
"0057","倉庫・運輸関連業","20250826","4236.28","5.61","0.13","4230.67","883485834238","1171650719","882314183519","7362381951982","20855208963","12","345171696"
"0058","情報・通信業","20250826","7406.6","-92.62","-1.24","7499.22","47829802966875","-598103834199","48427906801074","27022487551907","645772741801","177","71899567655"
"0059","卸売業","20250826","4256.58","-39.42","-0.92","4296","41246109741572","-382012261916","41628122003488","31727776724286","9689974957859","130","11392940442"
"005A","小売業","20250826","2149.13","-14.63","-0.68","2163.76","27318612478437","-186081300764","27504693779201","18711378409889","12711498340284","146","8036638678"
"005B","銀行業","20250826","448.02","-3.65","-0.81","451.67","55151914177956","-450409324379","55602323502336","81105756144053","123102587756300","68","22241400267"
"005C","証券、商品先物取引業","20250826","748.02","-3.93","-0.52","751.95","5680322995839","-29864459797","5710187455636","31557349976886","7593803958779","18","4150218719"
"005D","保険業","20250826","3082.66","-39.22","-1.26","3121.88","19470254486003","-247718147861","19717972633864","216336160955594","6316061531255","9","5794153410"
"005E","その他金融業","20250826","1131.48","-11.15","-0.98","1142.63","6724983891482","-66275218155","6791259109637","32023732816582","5943513737525","21","3430512114"
"005F","不動産業","20250826","2314.13","-29.35","-1.25","2343.48","11341279092245","-143862604052","11485141696297","22682558184490","490088907274","50","6284900721"
"0060","サービス業","20250826","3286.86","-61.13","-1.83","3347.99","25353120826081","-471518852660","25824639678741","15650074584001","771348347759","162","10515552298"
"0070","東証グロース市場250指数","20250826","785.89","-1.09","-0.14","786.98","3129408379992","-4342408985","3133750788978","1109719283685","3982006728219","282","3894487523"
"0075","REIT","20250826","1917.47","-12.15","-0.63","1929.62","15462410183750","-97968341710","15560378525460","27127035410088","8063967410980","57","12375572630"
"0080","TOPIX-17 食品","20250826","407.31","-2.98","-0.73","410.29","17482074416623","-128101302104","17610175718727","22412915918748","4292113091007","78","6111389538"
"0081","TOPIX-17 エネルギー資源","20250826","244.18","-2.06","-0.84","246.24","4479050469443","-37691280947","4516741750389","37325420578690","1834299046456","12","3618550826"
"0082","TOPIX-17 建設・資材","20250826","411.46","-4.4","-1.06","415.86","20254241088836","-216167912930","20470409001765","15461252739569","4922477657167","131","7181589943"
"0083","TOPIX-17 素材・化学","20250826","319.92","-2.12","-0.66","322.04","30652070193540","-202654632516","30854724826056","20299384234132","9581169348880","151","14223433293"
"0084","TOPIX-17 医薬品","20250826","266.64","-6.61","-2.42","273.25","21386088356766","-530239610591","21916327967357","64806328353835","8020655532440","33","6470404706"
"0085","TOPIX-17 自動車・輸送機","20250826","346.16","-4.49","-1.28","350.65","44761031380838","-580108338994","45341139719832","82890798853404","12930568497546","54","19100452104"
"0086","TOPIX-17 鉄鋼・非鉄","20250826","390.38","-1.83","-0.47","392.21","11163185321927","-52337461809","11215522783736","25960896097506","2859563894079","43","3533256792"
"0087","TOPIX-17 機械","20250826","761.06","-8.7","-1.13","769.76","35040045892814","-400654994623","35440700887437","29948757173345","4604094153329","117","8647439518"
"0088","TOPIX-17 電機・精密","20250826","405.56","-3.59","-0.88","409.15","110327753077560","-976347979684","111304101057244","69388523948151","27203786437514","159","30382635381"
"0089","TOPIX-17 情報通信・サービスその他","20250826","443.39","-6.42","-1.43","449.81","91919964613885","-1329732492457","93249697106343","24253288816329","20731136430000","379","85790068637"
"008A","TOPIX-17 電力・ガス","20250826","98.05","-2.16","-2.16","100.21","7816838701168","-171916198787","7988754899955","33986255222467","7972116222388","23","4455885213"
"008B","TOPIX-17 運輸・物流","20250826","221.94","-2.41","-1.07","224.35","20428656178950","-221035598583","20649691777533","35839747682369","9204402172581","57","6884073386"
"008C","TOPIX-17 商社・卸売","20250826","1034.26","-9.58","-0.92","1043.84","41246109741572","-382012261916","41628122003488","31727776724286","3987987057356","130","11392940442"
"008D","TOPIX-17 小売","20250826","373.34","-2.54","-0.68","375.88","27318612478437","-186081300764","27504693779201","18711378409889","7317322563982","146","8036638678"
"008E","TOPIX-17 銀行","20250826","288.12","-2.35","-0.81","290.47","55151914177956","-450409324379","55602323502336","81105756144053","19141929534768","68","22241400267"
"008F","TOPIX-17 金融（除く銀行）","20250826","322.37","-3.48","-1.07","325.85","31875561373325","-343857825813","32219419199138","66407419527761","9887883982801","48","13374884244"
"0090","TOPIX-17 不動産","20250826","484.04","-6.14","-1.25","490.18","11341279092245","-143862604052","11485141696297","22682558184490","2343048308332","50","6284900721"
"0099","東証インフラファンド指数","20250826","718.6","-3.96","-0.55","722.56","90398158225","-498581370","90896739595","1807963164500","125797656287","5","150433025"
"0503","JPXプライム150指数","20250826","1324.68","-17.37","-1.29","1342.05","340326463252592","-4462734211350","344789197463941","229950313008508","256912087271536","148","143634794048"
"1000","TOPIX レバレッジ（2倍）指数","20250826","108361.43","-2392.28","-2.16","110753.71","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20250826","1446.44","15.45","1.08","1430.99","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20250826","127.86","2.7","2.16","125.16","0","0","0","0","0","-","0"
"1003","JPX日経400 レバレッジ・インデックス","20250826","49563.92","-1125.3","-2.22","50689.22","0","0","0","0","0","-","0"
"1004","JPX日経400 インバース・インデックス","20250826","2368.62","26","1.11","2342.62","0","0","0","0","0","-","0"
"1005","JPX日経400 ダブルインバース・インデックス","20250826","366.68","7.96","2.22","358.72","0","0","0","0","0","-","0"
"1006","東証REIT インバース（-1倍）指数","20250826","7427.08","46.5","0.63","7380.58","0","0","0","0","0","-","0"
"1007","東証REIT レバレッジ（2倍）指数","20250826","8501.62","-108.49","-1.26","8610.11","0","0","0","0","0","-","0"
"1008","東証REIT ダブルインバース（-2倍）指数","20250826","4295.51","53.45","1.26","4242.06","0","0","0","0","0","-","0"
"4030","TOPIX Micro Cap","20250826","13560.63","-85.98","-0.63","13646.61","13313894060748","-84416611554","13398310672303","1918428539013","9818048518649","694","10627240481"
"5000","東証プライム市場指数","20250826","1581.27","-17.25","-1.08","1598.52","582258490161910","-6351035727422","588609525889331","36075495053402","368221203855477","1614","256366637555"
"5001","東証スタンダード市場指数","20250826","1487.85","-8.42","-0.56","1496.27","12584399802588","-71243801117","12655643603705","802576518022","8458104998154","1568","13430502749"
"5002","東証グロース市場指数","20250826","1025.22","-2.81","-0.27","1028.03","3678935636318","-10058464049","3688994100368","611118876465","3588420224820","602","5275593315"
"5003","東証プライム市場コンポジット指数","20250826","1580.91","-17.24","-1.08","1598.15","582399648420599","-6350982610772","588750631031371","36039582204245","368395984092111","1616","256440714731"
"8000","旧東証株価指数","20250826","3171.27","-33.62","-1.05","3204.89","1050411207025870","-11135703966199","1061546910992070","62561715725186","33122727767135","1679","473837006425"
"8100","TOPIX バリュー","20250826","3705.41","-37.13","-0.99","3742.54","308682449108954","-3093385344054","311775834453009","26293223944545","83305845661717","1174","144268027266"
"812C","TOPIX 500 バリュー","20250826","3589.55","-36.98","-1.02","3626.53","285506434438739","-2940858804360","288447293243099","74739904303335","79538141072268","382","130928348505"
"812D","TOPIX Small バリュー","20250826","5048.15","-33.22","-0.65","5081.37","23176014670216","-152526539695","23328541209910","2926264478563","4590995244184","792","13339678761"
"8200","TOPIX グロース","20250826","3604.25","-42.88","-1.18","3647.13","273961724272947","-3259823320971","277221547593918","26885350762802","76010834866501","1019","113461860537"
"822C","TOPIX 500 グロース","20250826","3619.01","-45.33","-1.24","3664.34","252125623357650","-3157917494152","255283540851803","96599855692586","69667036201248","261","100542041536"
"822D","TOPIX Small グロース","20250826","3482.61","-16.25","-0.46","3498.86","21836100915297","-101905826818","21938006742115","2880752099643","6270045150238","758","12919819001"
"8500","東証配当フォーカス100指数","20250826","3324.19","-34.48","-1.03","3358.67","286067735321303","-2966506292375","289034241613678","286067735321303","86056261256992","100","136141223318"
"8501","東証REITオフィス指数","20250826","1928.65","-7.27","-0.38","1935.92","6030566269315","-22721723400","6053287992715","30152831346575","3126831973833","20","4417132140"
"8502","東証REIT住宅指数","20250826","3007.92","-28.09","-0.93","3036.01","1899909677565","-17743792285","1917653469850","18999096775650","631636719849","10","1502068235"
"8503","東証REIT商業・物流等指数","20250826","2293.79","-17.51","-0.76","2311.3","7531934236870","-57502826025","7589437062895","27896052729148","3283621078684","27","6456372255"
"8506","TOPIX Ex-Financials","20250826","2558.46","-28.69","-1.11","2587.15","495617001004604","-5558943970757","501175944975361","31709341075151","193717021603367","1563","222113659177"
"8507","JPX日経インデックス400","20250826","27574.29","-308.66","-1.11","27882.95","399016100815904","-4466477011417","403482577827321","101016734383773","144705864228879","395","181097034873"
"8508","JPX日経中小型株指数","20250826","21833.1","-132.51","-0.6","21965.61","7546936276772","-45805092015","7592741368787","3870223731678","3456649486882","195","4363629361"
"8509","JPX日経インデックス人的資本100","20250826","21717.57","-267.57","-1.22","21985.14","305606271381507","-3765203406454","309371474787961","305606271381507","140718459464736","100","92809095787"
"8801","東証グロース市場Core指数","20250826","935.38","-8.88","-0.94","944.26","6343377756","-60241190","6403618947","35240987534","6781621737","18","0"
"8802","東証スタンダード市場TOP20","20250826","1411.33","-3.13","-0.22","1414.46","13147044277","-29232633","13176276910","69194969878","9315384036","19","0"
"A128","TOPIX Core30 バリュー","20250826","16352.43","-209.51","-1.27","16561.94","108019411877208","-1383943870415","109403355747623","600107843762268","66057081054557","18","50079539896"
"A129","TOPIX Large70 バリュー","20250826","14376.91","-159.96","-1.1","14536.87","84683398052955","-942194716855","85625592769810","166045878535206","58902348100926","51","37668155823"
"A12B","TOPIX Mid400 バリュー","20250826","13576.1","-89.93","-0.66","13666.03","92803624508575","-614720217090","93418344725665","29649720290280","68358067522271","313","43180652786"
"A228","TOPIX Core30 グロース","20250826","13045.77","-204.31","-1.54","13250.08","132348156102979","-2072732127600","134420888230579","551450650429078","101449087817393","24","65674354959"
"A229","TOPIX Large70 グロース","20250826","11863.68","-118.75","-0.99","11982.43","59094027473499","-591533782611","59685561256110","155510598614472","49810895319315","38","16553320264"
"A22B","TOPIX Mid400 グロース","20250826","12906.7","-104.99","-0.81","13011.69","60683439781172","-493651583941","61177091365114","30494190844810","47017015926578","199","18314366313"
"A404","TOPIX高配当40指数","20250826","2266.45","-28.41","-1.24","2294.86","142627543290318","-1788324826495","144415868116813","356568858225794","62930046689218","40","105650667225"
"A406","TOPIX銀行業高配当指数","20250826","1189.29","-9.12","-0.76","1198.41","37884885339655","-290336330211","38175221669866","252565902264364","31854973843633","15","12700543666"
"A800","東証REIT Core指数","20250826","1125.32","-6.61","-0.58","1131.93","330230956120","-1939301560","332170257680","1100769853733","293454068807","30","0"
"A810","東証REIT物流フォーカス指数","20250826","890.02","-5.3","-0.59","895.32","105356814760","-627178500","105983993260","702378765067","118375817184","15","0"
"A821","東証REITオフィスフォーカス指数","20250826","1121.05","-2.89","-0.26","1123.94","108550209630","-279324080","108829533710","723668064200","96828756809","15","0"
"A822","東証REIT住宅フォーカス指数","20250826","968.73","-9.06","-0.93","977.79","107888644710","-1009321860","108897966570","719257631400","111371411725","15","0"
"A823","東証REITホテル＆リテールフォーカス指数","20250826","1060.62","-10.04","-0.94","1070.66","108696441930","-1029320170","109725762100","724642946200","102484197188","15","0"
