"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20251008","3235.66","7.75","0.24","3227.91","611555594270258","1463900303388","610091693966871","36576291523341","18900505830918","1672","269451909414"
"0002","大型","20251008","3189.24","7.13","0.22","3182.11","408757609289606","914278418009","407843330871597","404710504247135","12816765083027","101","178675931779"
"0003","中型","20251008","3439.37","14.23","0.42","3425.14","156872137437815","648694533379","156223442904436","39614176120660","4561077174001","396","63657585664"
"0004","小型","20251008","5400.51","-11.65","-0.22","5412.16","45925847542837","-99072648001","46024920190838","3908582769603","850397757432","1175","27118391971"
"0028","TOPIX Core30","20251008","1706.82","7.23","0.43","1699.59","255770063763262","1084459725510","254685604037752","825064721816974","149851411965555","31","120371397674"
"0029","TOPIX Large70","20251008","3164.92","-3.52","-0.11","3168.44","152987545526344","-170181307501","153157726833845","218553636466206","48338545355092","70","58304534105"
"002A","TOPIX 100","20251008","2212.29","4.95","0.22","2207.34","408757609289606","914278418009","407843330871597","404710504247135","184766832304672","101","178675931779"
"002B","TOPIX Mid400","20251008","3268.56","13.51","0.42","3255.05","156872137437815","648694533379","156223442904436","39614176120660","47994192391565","396","63657585664"
"002C","TOPIX 500","20251008","2528.8","6.99","0.28","2521.81","565629746727422","1562972951389","564066773776033","113808802158435","223675432947459","497","242333517443"
"002D","TOPIX Small","20251008","3658.13","-7.9","-0.22","3666.03","45925847542837","-99072648001","46024920190838","3908582769603","12554445287015","1175","27118391971"
"002E","TOPIX 1000","20251008","3062.98","7.82","0.26","3055.16","597971381749135","1527836613377","596443545135758","60831269760848","195225097217155","983","258643529186"
"002F","TOPIX Small500","20251008","1616.8","-1.75","-0.11","1618.55","32341635021713","-35136338011","32376771359725","6654657411875","20003506850016","486","16310011743"
"0040","水産・農林業","20251008","674.05","18.02","2.75","656.03","486286366466","12996702392","473289664074","6946948092365","72144179910","7","283774267"
"0041","鉱業","20251008","800.7","8.49","1.07","792.21","1971743744181","20912897094","1950830847087","39434874883611","246252979781","5","801982438"
"0042","建設業","20251008","2310.66","6.62","0.29","2304.04","14215847031600","40733859948","14175113171652","18954462708800","615227896833","75","4935858550"
"0043","食料品","20251008","2396.52","-0.97","-0.04","2397.49","17193865065279","-6979835091","17200844900370","24216711359548","717451813771","71","5827115271"
"0044","繊維製品","20251008","822.25","-0.24","-0.03","822.49","2170631886709","-642596277","2171274482986","10853159433544","263987682595","20","1576013673"
"0045","パルプ・紙","20251008","575.75","-6.89","-1.18","582.64","821783712519","-9838352432","831622064952","10272296406489","142732615529","8","895847100"
"0046","化学","20251008","2589.68","-26.85","-1.03","2616.53","28876462998238","-299362601882","29175825600119","23476799185559","11150575961582","123","11879838528"
"0047","医薬品","20251008","3659.8","3.51","0.1","3656.29","22691584792288","21762033681","22669822758607","68762378158449","6200230974168","33","6470047985"
"0048","石油・石炭製品","20251008","2120.66","30.67","1.47","2089.99","2904537403816","42008388972","2862529014844","41493391483086","136963894279","7","2884980717"
