"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20251001","3094.74","-42.86","-1.37","3137.6","584924519696739","-8101830975502","593026350672241","34962613251449","18900604800742","1673","269456311944"
"0002","大型","20251001","3027.56","-40.23","-1.31","3067.79","388035200310456","-5156684887147","393191885197604","384193267634115","12816765083027","101","178675931779"
"0003","中型","20251001","3334.14","-40.51","-1.2","3374.65","152072678236517","-1848665692245","153921343928762","38402191473868","4561077174001","396","63657585664"
"0004","小型","20251001","5269.72","-128.93","-2.39","5398.65","44816641149766","-1096480396110","45913121545875","3810938873279","850455844054","1176","27122794501"
"0028","TOPIX Core30","20251001","1615.67","-23.19","-1.42","1638.86","242110904489695","-3474921911099","245585826400794","781002917708694","149851411965555","31","120371397674"
"0029","TOPIX Large70","20251001","3018.8","-34.79","-1.14","3053.59","145924295820761","-1681762976048","147606058796809","208463279743944","48338545355092","70","58304534105"
"002A","TOPIX 100","20251001","2100.13","-27.91","-1.31","2128.04","388035200310456","-5156684887147","393191885197604","384193267634115","184766832304672","101","178675931779"
"002B","TOPIX Mid400","20251001","3168.56","-38.5","-1.2","3207.06","152072678236517","-1848665692245","153921343928762","38402191473868","47994192391565","396","63657585664"
"002C","TOPIX 500","20251001","2414.69","-31.32","-1.28","2446.01","540107878546973","-7005350579392","547113229126366","108673617413878","223675432947459","497","242333517443"
"002D","TOPIX Small","20251001","3569.54","-87.33","-2.39","3656.87","44816641149766","-1096480396110","45913121545875","3810938873279","12555302821400","1176","27122794501"
"002E","TOPIX 1000","20251001","2928.15","-39.71","-1.34","2967.86","571649218645524","-7753165428851","579402384074375","58153531906971","195225097217155","983","258643529186"
"002F","TOPIX Small500","20251001","1576.79","-37.38","-2.32","1614.17","31541340098551","-747814849458","32289154948009","6489987674599","20003506850016","486","16310011743"
"0040","水産・農林業","20251001","641.85","-8.56","-1.32","650.41","463060904509","-6171616485","469232520994","6615155778704","72144179910","7","283774267"
"0041","鉱業","20251001","772.26","-12.59","-1.6","784.85","1901706961390","-31005152671","1932712114061","38034139227794","246252979781","5","801982438"
"0042","建設業","20251001","2241.42","-40.93","-1.79","2282.35","13789822095521","-251813599527","14041635695048","18386429460694","615227896833","75","4935858550"
"0043","食料品","20251001","2380.94","-19.01","-0.79","2399.95","17082062433141","-136404224993","17218466658134","24059242863579","717451813771","71","5827115271"
"0044","繊維製品","20251001","792.63","-15.65","-1.94","808.28","2092435057457","-107128976354","2199564033811","10462175287283","263987682595","20","1576013673"
"0045","パルプ・紙","20251001","575.78","-8.1","-1.39","583.88","821826972078","-11559504576","833386476655","10272837150977","142732615529","8","895847100"
"0046","化学","20251001","2501.63","-24.72","-0.98","2526.35","27894570166842","-209908415259","28104478582101","22678512330766","11150575961582","123","11879838528"
"0047","医薬品","20251001","3452.34","32.56","0.95","3419.78","21405317768314","201868359800","21203449408514","64864599297922","6200230974168","33","6470047985"
"0048","石油・石炭製品","20251001","2067.7","-33.04","-1.57","2100.74","2832007213218","-45248207536","2877255420755","40457245903115","136963894279","7","2884980717"
"0049","ゴム製品","20251001","5240.93","-21.48","-0.41","5262.41","3971560491170","-16277448010","3987837939180","36105095374275","75779681012","11","802488348"
