"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250612","2782.97","-5.75","-0.21","2788.72","528188876695045","-1091596090569","529280472785613","31365135195668","18979349721338","1684","256827089904"
"0002","大型","20250612","2732.16","-7.65","-0.28","2739.81","350789496489187","-982991693141","351772488182328","350789496489187","12839281811762","100","169915229619"
"0003","中型","20250612","2978.24","-2.88","-0.1","2981.12","136995907725299","-132300911441","137128208636741","34421082343040","4599887552975","398","60701120805"
"0004","小型","20250612","4704.81","2.76","0.06","4702.05","40403472480558","23696514014","40379775966545","3406700883690","858770017119","1186","26210739480"
"0028","TOPIX Core30","20250612","1458.11","-3.5","-0.24","1461.61","218836574048453","-525204419036","219361778467489","729455246828177","150082049694065","30","115834730468"
"0029","TOPIX Large70","20250612","2723.96","-9.45","-0.35","2733.41","131952922440734","-457787274105","132410709714839","188504174915334","48441559193362","70","54080499150"
"002A","TOPIX 100","20250612","1895.22","-5.31","-0.28","1900.53","350789496489187","-982991693141","351772488182328","350789496489187","185091434075498","100","169915229619"
"002B","TOPIX Mid400","20250612","2830.34","-2.74","-0.1","2833.08","136995907725299","-132300911441","137128208636741","34421082343040","48402576798198","398","60701120805"
"002C","TOPIX 500","20250612","2172.73","-4.97","-0.23","2177.7","487785404214486","-1115292604582","488900696819068","97948876348290","224503266904113","498","230616350424"
"002D","TOPIX Small","20250612","3186.89","1.87","0.06","3185.02","40403472480558","23696514014","40379775966545","3406700883690","12678045185120","1186","26210739480"
"002E","TOPIX 1000","20250612","2633.6","-5.5","-0.21","2639.1","516123393436566","-1076877361911","517200270798477","52239209862001","195976200339437","988","246131357440"
"002F","TOPIX Small500","20250612","1407.64","1.91","0.14","1405.73","28337989222079","38415242671","28299573979408","5783263106547","20131519961604","490","15515007016"
"0040","水産・農林業","20250612","566.68","0.54","0.1","566.14","410443306358","392507050","410050799308","5863475805112","72429180909","7","284274267"
"0041","鉱業","20250612","608.73","7.33","1.22","601.4","1369320949434","16480840593","1352840108841","27386418988680","224947461393","5","708957286"
"0042","建設業","20250612","1933.1","-3.64","-0.19","1936.74","11943986719894","-22516022768","11966502742662","15715771999861","617868482169","76","4618125109"
"0043","食料品","20250612","2281.59","4.81","0.21","2276.78","16350671951550","34511665577","16316160285973","23029115424718","716634438189","71","5809686462"
"0044","繊維製品","20250612","771.14","-3.41","-0.44","774.55","2105373697347","-9298457316","2114672154663","10025589034988","273020828908","21","1587553548"
"0045","パルプ・紙","20250612","504.85","-4.06","-0.8","508.91","723743278950","-5826982141","729570261090","9046790986873","143359382066","8","865932100"
"0046","化学","20250612","2304.39","-21.46","-0.92","2325.85","25561524642131","-238007492004","25799532134135","20781727351326","11092522199399","123","11680962015"
"0047","医薬品","20250612","3453.19","-1.37","-0.04","3454.56","21751860875169","-8675151564","21760536026733","63976061397557","6299071100040","34","6534355079"
"0048","石油・石炭製品","20250612","1697.9","27.85","1.67","1670.05","2342117039829","38416549646","2303700490183","33458814854704","137941815950","7","2846636737"
"0049","ゴム製品","20250612","4465.84","4.65","0.1","4461.19","3309121983598","3445478573","3305676505025","30082927123617","74098559339","11","774651905"
"004A","ガラス・土石製品","20250612","1327.16","-12.12","-0.9","1339.28","3237423736418","-29568145111","3266991881529","12949694945672","243935867625","25","1068899404"
"004B","鉄鋼","20250612","673.41","-4.98","-0.73","678.39","4130617396697","-30548110746","4161165507443","17959206072597","613387830768","23","1841719334"
"004C","非鉄金属","20250612","1654.46","-7.4","-0.45","1661.86","4660228723570","-20845853798","4681074577368","23301143617852","281677454840","20","1622851567"
"004D","金属製品","20250612","1463.68","-11.87","-0.8","1475.55","2607675789459","-21142217910","2628818007370","8692252631531","178158283595","30","1264678563"
"004E","機械","20250612","3462.34","37.75","1.1","3424.59","31470473906351","343065046704","31127408859647","26897840945599","908937843408","117","8659719631"
"004F","電気機器","20250612","4901.61","-24.8","-0.5","4926.41","93391088180231","-472628142156","93863716322387","70750824378963","1905316418376","132","26983173094"
"0050","輸送用機器","20250612","4198.57","-39","-0.92","4237.57","37055190499978","-344270504792","37399461004770","84216342045405","882567660826","44","18233946187"
"0051","精密機器","20250612","10840.91","-49.14","-0.45","10890.05","10932546086153","-49551089760","10982097175913","40490911430196","100845242137","27","3173232330"
"0052","その他製品","20250612","6841.52","42.62","0.63","6798.9","16398877051473","102174351139","16296702700334","40997192628682","239696260580","40","3136838393"
"0053","電気・ガス業","20250612","470.85","-0.03","-0.01","470.88","6282215063947","-453771395","6282668835342","27313978538900","1334234270212","23","4471503138"
"0054","陸運業","20250612","2017.31","-4.92","-0.24","2022.23","12620528540655","-30778881713","12651307422368","34109536596364","625612460279","37","4997395693"
"0055","海運業","20250612","1774.6","0.48","0.03","1774.12","3334253314904","898599456","3333354715448","55570888581737","187887599076","6","892558311"
"0056","空運業","20250612","231.52","-1.69","-0.72","233.21","1912810407811","-13966560546","1926776968356","95640520390538","826210545877","2","669220621"
"0057","倉庫・運輸関連業","20250612","3911.4","6.17","0.16","3905.23","872239232922","1374919741","870864313180","6709532560935","22299923558","13","354066344"
"0058","情報・通信業","20250612","6533.29","18.94","0.29","6514.35","42207937581778","122394389418","42085543192360","23981782716919","646043845708","176","71924395933"
"0059","卸売業","20250612","3760.67","-12.56","-0.33","3773.23","36425733751571","-121696068519","36547429820090","28019795193516","9685977221297","130","11392006855"
"005A","小売業","20250612","2020.73","-12.45","-0.61","2033.18","25536803836450","-157330578573","25694134415023","17371975398945","12637387775377","147","8004694675"
"005B","銀行業","20250612","383.13","2.51","0.66","380.62","47187276229655","309696362129","46877579867526","69393053278904","123161021001002","68","22261754805"
"005C","証券、商品先物取引業","20250612","601.58","-0.12","-0.02","601.7","4569099851339","-889262961","4569989114300","25383888062995","7595152036485","18","4150635672"
"005D","保険業","20250612","2790.95","-7.68","-0.27","2798.63","17803623084632","-48994893166","17852617977798","197818034273685","6379057721161","9","5835400151"
"005E","その他金融業","20250612","1003.31","-0.04","0","1003.35","5963201156912","-207217209","5963408374121","28396195985295","5943510962161","21","3430503711"
"005F","不動産業","20250612","2045.72","2.56","0.13","2043.16","10122250186975","12638623201","10109611563774","20244500373950","494802218439","50","6263672508"
"0060","サービス業","20250612","3051.3","-58.17","-1.87","3109.47","23598618640903","-449890019649","24048508660552","14477680147793","773396696596","163","10483088477"
"0070","東証グロース市場250指数","20250612","763.72","-0.89","-0.12","764.61","3008133253995","-3492448959","3011625702954","1066713919856","3938792910463","282","3771029300"
"0075","REIT","20250612","1768.37","5.01","0.28","1763.36","14163436250922","40105268544","14123330982378","24848133773547","8009318904275","57","12036772175"
"0080","TOPIX-17 食品","20250612","390.94","0.81","0.21","390.13","16761115257908","34904172626","16726211085282","21488609305010","4287346323843","78","6093960729"
"0081","TOPIX-17 エネルギー資源","20250612","209.19","3.1","1.5","206.09","3711437989263","54897390239","3656540599025","30928649910528","1774234403063","12","3555594023"
"0082","TOPIX-17 建設・資材","20250612","361.23","-1.49","-0.41","362.72","17789086245772","-73226385789","17862312631560","13579455149444","4924560525564","131","6951703076"
"0083","TOPIX-17 素材・化学","20250612","296.99","-2.64","-0.88","299.63","28390641618428","-253132931461","28643774549889","18678053696334","9559557670544","152","14134447663"
"0084","TOPIX-17 医薬品","20250612","266.95","-0.11","-0.04","267.06","21751860875169","-8675151564","21760536026733","63976061397557","8148239180945","34","6534355079"
"0085","TOPIX-17 自動車・輸送機","20250612","312.92","-2.64","-0.84","315.56","40364312483576","-340825026218","40705137509794","73389659061047","12899216148989","55","19008598092"
