"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250918","3158.87","13.04","0.41","3145.83","597624203652360","2466711640991","595157492011368","35679056934469","18918935236043","1675","258861225358"
"0002","大型","20250918","3085.46","14.42","0.47","3071.04","395556470392839","1848598285182","393707872107657","395556470392839","12820015245742","100","171069600056"
"0003","中型","20250918","3409.47","9.59","0.28","3399.88","155879269050800","438336537374","155440932513426","39363451780505","4571955527901","396","61397798498"
"0004","小型","20250918","5418.31","21.09","0.39","5397.22","46188464208720","179776818435","46008687390285","3917596624997","852451402395","1179","26393826803"
"0028","TOPIX Core30","20250918","1642.85","7.16","0.44","1635.69","246259385666824","1073437265534","245185948401290","820864618889412","149897564917866","30","115761855880"
"0029","TOPIX Large70","20250918","3088.07","16.03","0.52","3072.04","149297084726015","775161019648","148521923706367","213281549608593","48346426756718","70","55307744176"
"002A","TOPIX 100","20250918","2140.3","10","0.47","2130.3","395556470392839","1848598285182","393707872107657","395556470392839","184813686738325","100","171069600056"
"002B","TOPIX Mid400","20250918","3240.15","9.11","0.28","3231.04","155879269050800","438336537374","155440932513426","39363451780505","48108660485416","396","61397798498"
"002C","TOPIX 500","20250918","2463.23","10.21","0.42","2453.02","551435739443639","2286934822556","549148804621083","111176560371701","223866547025919","496","232467398554"
"002D","TOPIX Small","20250918","3670.19","14.29","0.39","3655.9","46188464208720","179776818435","46008687390285","3917596624997","12584763303605","1179","26393826803"
"002E","TOPIX 1000","20250918","2988.18","12.36","0.42","2975.82","583869266146200","2414105207760","581455160938440","59396670004700","195393185156575","983","248236597778"
"002F","TOPIX Small500","20250918","1619.81","6.35","0.39","1613.46","32433526702561","127170385204","32306356317357","6659861745906","20023010788420","487","15769199223"
"0040","水産・農林業","20250918","662.5","-3.85","-0.58","666.35","477954410371","-2780825794","480735236166","6827920148164","72144179910","7","283774267"
"0041","鉱業","20250918","767.79","-1.31","-0.17","769.1","1890707030307","-3225757368","1893932787675","37814140606135","246252979781","5","771914089"
"0042","建設業","20250918","2313.38","2.22","0.1","2311.16","14272988669860","13719762576","14259268907284","18780248249816","616975366912","76","4837764006"
"0043","食料品","20250918","2414.76","4.84","0.2","2409.92","17324746043371","34738374596","17290007668776","24401050765312","717451813771","71","5827115271"
"0044","繊維製品","20250918","824.9","2.33","0.28","822.57","2244798431656","6338555882","2238459875773","10689516341219","272130273331","21","1586448332"
"0045","パルプ・紙","20250918","598.2","-1.06","-0.18","599.26","853819774752","-1517139438","855336914190","10672747184400","142732615529","8","882847100"
"0046","化学","20250918","2535.51","19.55","0.78","2515.96","28207385657310","217529891611","27989855765698","23120807915828","11124918221691","122","11754140695"
"0047","医薬品","20250918","3572.9","34.96","0.99","3537.94","22153603421809","216763951455","21936839470354","67132131581239","6200459739416","33","6470432610"
"0048","石油・石炭製品","20250918","2086.09","-0.54","-0.03","2086.63","2877597223765","-738618792","2878335842558","41108531768074","137941815950","7","2846636737"
"0049","ゴム製品","20250918","5393.27","-2.05","-0.04","5395.32","4087003126097","-1554322351","4088557448448","37154573873610","75779681012","11","802488348"
"004A","ガラス・土石製品","20250918","1579.24","4.64","0.29","1574.6","3874706842605","11389657491","3863317185114","15498827370419","245353024668","25","1081725308"
"004B","鉄鋼","20250918","762.43","-4.03","-0.53","766.46","4674560772737","-24691381285","4699252154022","20324177272770","613112601065","23","1908775557"
"004C","非鉄金属","20250918","2594.99","37.55","1.47","2557.44","7314187336359","105847819592","7208339516767","36570936681794","281857637650","20","1624481235"
"004D","金属製品","20250918","1650.3","19.34","1.19","1630.96","2929776948701","34324897678","2895452051022","9765923162336","177530166170","30","1262879159"
"004E","機械","20250918","3898.08","18.89","0.49","3879.19","35366268094567","171402222676","35194865871891","30227579568006","907273405190","117","8645927729"
"004F","電気機器","20250918","5497.8","106.64","1.98","5391.16","104838335548733","2033562470503","102804773078231","80029263777659","1906913996391","131","27139668339"
"0050","輸送用機器","20250918","4701.78","-14.39","-0.31","4716.17","41522447025560","-127093079192","41649540104752","96563830292000","883121211520","43","18297963755"
"0051","精密機器","20250918","12073.82","-55.3","-0.46","12129.12","12136637716300","-55591805536","12192229521836","43345134701070","100520279786","28","3242545276"
"0052","その他製品","20250918","7578.73","-138.88","-1.8","7717.61","18279386325842","-334958386781","18614344712623","45698465814604","241193124856","40","3382292534"
"0053","電気・ガス業","20250918","593.08","-14.04","-2.31","607.12","7829861071678","-185348451526","8015209523204","34042874224687","1320198797284","23","4455895893"
"0054","陸運業","20250918","2351.62","-18.9","-0.8","2370.52","14697879121416","-118092404712","14815971526127","39723997625447","625009660253","37","4993257598"
