"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250603","2771.11","-6.18","-0.22","2777.29","525979656290524","-1173842789304","527153499079828","31196895390897","18980857679139","1686","256842860859"
"0002","大型","20250603","2722.83","-8.03","-0.29","2730.86","349591942710047","-1030325868080","350622268578127","349591942710047","12839282088434","100","169915231456"
"0003","中型","20250603","2965.75","-1.39","-0.05","2967.14","136421253013218","-63833408999","136485086422217","34276696736990","4599887552975","398","60701120805"
"0004","小型","20250603","4649.05","-9.27","-0.2","4658.32","39966460567258","-79683512226","40046144079484","3364180182429","859668539184","1188","26226508597"
"0028","TOPIX Core30","20250603","1455.08","-4.82","-0.33","1459.9","218381795791596","-723490524074","219105286315671","727939319305320","150082054880315","30","115834732306"
"0029","TOPIX Large70","20250603","2708.63","-6.33","-0.23","2714.96","131210146918451","-306835344005","131516982262456","187443067026359","48441559193362","70","54080499150"
"002A","TOPIX 100","20250603","1888.75","-5.57","-0.29","1894.32","349591942710047","-1030325868080","350622268578127","349591942710047","185091438064002","100","169915231456"
"002B","TOPIX Mid400","20250603","2818.47","-1.32","-0.05","2819.79","136421253013218","-63833408999","136485086422217","34276696736990","48402576798198","398","60701120805"
"002C","TOPIX 500","20250603","2164.84","-4.87","-0.22","2169.71","486013195723266","-1094159277078","487107355000344","97593011189411","224503270384982","498","230616352261"
"002D","TOPIX Small","20250603","3149.12","-6.28","-0.2","3155.4","39966460567258","-79683512226","40046144079484","3364180182429","12691310090865","1188","26226508597"
"002E","TOPIX 1000","20250603","2622.78","-5.76","-0.22","2628.54","514002593015307","-1128158039472","515130751054780","52024553948918","195976201328180","988","246131354135"
"002F","TOPIX Small500","20250603","1390.33","-1.69","-0.12","1392.02","27989397292042","-33998762394","28023396054436","5712121896335","20131516408052","490","15515001873"
"0040","水産・農林業","20250603","566.38","-2.3","-0.4","568.68","410226479799","-1661926589","411888406388","5860378282846","72429180909","7","284274267"
