"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20251003","3129.17","41.77","1.35","3087.4","591428807359881","7891569538013","583537237821868","35372536325352","18900505849068","1672","269451909878"
"0002","大型","20251003","3073.47","49.67","1.64","3023.8","393919453472442","6366313641923","387553139830519","390019260863804","12816765083027","101","178675931779"
"0003","中型","20251003","3340.68","24.65","0.74","3316.03","152371138011808","1124629237111","151246508774697","38477560103992","4561077174001","396","63657585664"
"0004","小型","20251003","5307.89","47.47","0.9","5260.42","45138215875631","400626658979","44737589216652","3841550287288","850397768253","1175","27118392435"
"0028","TOPIX Core30","20251003","1645.77","31.07","1.92","1614.7","246621364647466","4656612424292","241964752223173","795552789185374","149851411965555","31","120371397674"
"0029","TOPIX Large70","20251003","3047.22","35.37","1.17","3011.85","147298088824976","1709701217630","145588387607346","210425841178538","48338545355092","70","58304534105"
"002A","TOPIX 100","20251003","2131.98","34.45","1.64","2097.53","393919453472442","6366313641923","387553139830519","390019260863804","184766832304672","101","178675931779"
"002B","TOPIX Mid400","20251003","3174.78","23.43","0.74","3151.35","152371138011808","1124629237111","151246508774697","38477560103992","47994192391565","396","63657585664"
"002C","TOPIX 500","20251003","2442.34","33.49","1.39","2408.85","546290591484250","7490942879034","538799648605216","109917624041097","223675432947459","497","242333517443"
"002D","TOPIX Small","20251003","3595.4","32.16","0.9","3563.24","45138215875631","400626658979","44737589216652","3841550287288","12554445446758","1175","27118392435"
"002E","TOPIX 1000","20251003","2960.68","39.57","1.35","2921.11","577999273450047","7724927033078","570274346416970","58799519170910","195225097217155","983","258643529186"
"002F","TOPIX Small500","20251003","1585.16","11.7","0.74","1573.46","31708681965797","233984154044","31474697811753","6524420157571","20003506850016","486","16310011743"
"0040","水産・農林業","20251003","643.81","5.8","0.91","638.01","464469530080","4185603318","460283926762","6635279001143","72144179910","7","283774267"
"0041","鉱業","20251003","759.8","-17.95","-2.31","777.75","1871027385583","-44207592444","1915234978028","37420547711669","246252979781","5","801982438"
"0042","建設業","20251003","2225.04","10.42","0.47","2214.62","13689041919754","64086189664","13624955730090","18252055893005","615227896833","75","4935858550"
"0043","食料品","20251003","2370.17","20.73","0.88","2349.44","17004792236719","148666059774","16856126176945","23950411601013","717451813771","71","5827115271"
"0044","繊維製品","20251003","809.37","16.49","2.08","792.88","2136633285066","43539485650","2093093799416","10683166425330","263987682595","20","1576013673"
"0045","パルプ・紙","20251003","577.5","5.65","0.99","571.85","824286392768","8070326035","816216066733","10303579909596","142732615529","8","895847100"
"0046","化学","20251003","2544.19","35.49","1.41","2508.7","28369166675305","395692962218","27973473713087","23064363150655","11150575961582","123","11879838528"
"0047","医薬品","20251003","3533.42","11.15","0.32","3522.27","21907990094251","69086696758","21838903397493","66387848770456","6200230974168","33","6470047985"
"0048","石油・石炭製品","20251003","2051.69","-17.54","-0.85","2069.23","2810080426397","-24019603288","2834100029685","40144006091388","136963894279","7","2884980717"
"0049","ゴム製品","20251003","5269.07","35.98","0.69","5233.09","3992885370236","27266940883","3965618429353","36298957911233","75779681012","11","802488348"
"004A","ガラス・土石製品","20251003","1545.69","16.07","1.05","1529.62","3792771717234","39429421976","3753342295258","15171086868936","245377929501","25","1082474561"
"004B","鉄鋼","20251003","721.92","3.99","0.56","717.93","4426198737183","24454235804","4401744501379","19244342335579","613112601065","23","4812662092"
"004C","非鉄金属","20251003","2748.93","16.37","0.6","2732.56","7748070456384","46151602246","7701918854137","38740352281919","281857637650","20","1680075066"
"004D","金属製品","20251003","1620.53","15.71","0.98","1604.82","2871765322810","27847307563","2843918015248","9572551076034","177211543000","30","1261679859"
"004E","機械","20251003","3952.34","31.39","0.8","3920.95","35817744557366","284410749359","35533333808007","30613456886638","906241882606","117","9311055839"
"004F","電気機器","20251003","5634.2","182.45","3.35","5451.75","106677324239494","3454534993678","103222789245817","81433071938545","1893388458534","131","27146943404"
"0050","輸送用機器","20251003","4570.47","57.25","1.27","4513.22","40362830549594","505619564617","39857210984977","93867047789753","883121211520","43","18297963755"
"0051","精密機器","20251003","12068.01","100.18","0.84","11967.83","11950041243927","99199042067","11850842201859","42678718728309","99022480698","28","3188378916"
"0052","その他製品","20251003","7354.84","-15.81","-0.21","7370.65","17738355518710","-38138326085","17776493844796","44345888796776","241179355439","40","3418272854"
"0053","電気・ガス業","20251003","585.53","12.25","2.14","573.28","7730147603131","161669162556","7568478440574","33609337404917","1320198797284","23","4455895893"
"0054","陸運業","20251003","2288.96","22.61","1","2266.35","14306245103832","141323265445","14164921838387","38665527307654","625009660253","37","4993257598"
"0055","海運業","20251003","1721.83","-3.55","-0.21","1725.38","3154621429593","-6503969917","3161125399510","52577023826549","183213066596","6","876432921"
"0056","空運業","20251003","231.1","1.54","0.67","229.56","1909388426049","12712705976","1896675720073","95469421302450","826210545877","2","669220621"
"0057","倉庫・運輸関連業","20251003","4231.71","22.03","0.52","4209.68","849723506348","4422696492","845300809856","7724759148616","20079926283","11","357556739"
"0058","情報・通信業","20251003","7676.98","148.41","1.97","7528.57","48261368549520","932950129848","47328418419672","27421232130409","628650522872","176","71873383548"
"0059","卸売業","20251003","4474.84","28.26","0.64","4446.58","43260944290924","273183101898","42987761189026","33535615729399","9667602499445","129","11383228456"
"005A","小売業","20251003","2053.95","2.85","0.14","2051.1","26068539087392","36225446467","26032313640925","18103152144022","12691879311372","144","10913563557"
"005B","銀行業","20251003","449.08","5.96","1.35","443.12","55180745023517","732613760700","54448131262817","81148154446349","122875556163061","68","22408667755"
"005C","証券、商品先物取引業","20251003","730.32","6.4","0.88","723.92","5546426376721","48592303082","5497834073639","30813479870673","7594538840669","18","4150303556"
"005D","保険業","20251003","2871.76","-15.87","-0.55","2887.63","18857741173835","-104189163162","18961930336997","171434010671227","6566616088151","11","10430300679"
"005E","その他金融業","20251003","1134.14","16.39","1.47","1117.75","6740920560096","97431103477","6643489456619","32099621714744","5943625916228","21","3430579102"
"005F","不動産業","20251003","2309.22","14.76","0.64","2294.46","11297393628421","72210796704","11225182831718","22594787256842","489228828189","50","6469515504"
"0060","サービス業","20251003","3112.35","46.55","1.52","3065.8","23809126941641","353052538654","23456074402987","14974293673988","764987547692","159","10482550725"
"0070","東証グロース市場250指数","20251003","731.14","16.05","2.24","715.09","2859236345386","62762375304","2796473970082","1010330864094","3910635900901","283","4057589235"
"0075","REIT","20251003","1908.49","-3.4","-0.18","1911.89","15394808257005","-27421487765","15422229744770","26542772856905","8066480512418","58","12922611285"
"0080","TOPIX-17 食品","20251003","407.05","3.56","0.88","403.49","17469261766799","152851663093","17316410103707","22396489444615","4291670807035","78","6110889538"
"0081","TOPIX-17 エネルギー資源","20251003","256.28","-3.74","-1.44","260.02","4681107811981","-68227195732","4749335007713","39009231766505","1826526798019","12","3686963155"
"0082","TOPIX-17 建設・資材","20251003","414.36","2.67","0.65","411.69","20353578959798","131362919202","20222216040596","15656599199845","4912024970564","130","7280012970"
"0083","TOPIX-17 素材・化学","20251003","327.01","4.67","1.45","322.34","31330086353139","447302773903","30882783579236","20748401558370","9580870525229","151","14351699301"
"0084","TOPIX-17 医薬品","20251003","273.15","0.86","0.32","272.29","21907990094251","69086696758","21838903397493","66387848770456","8020383347364","33","6470047985"
"0085","TOPIX-17 自動車・輸送機","20251003","343.03","4.12","1.22","338.91","44355715919830","532886505500","43822829414330","82140214666351","12930568497546","54","19100452104"
"0086","TOPIX-17 鉄鋼・非鉄","20251003","425.74","2.47","0.58","423.27","12174269193567","70605838050","12103663355517","28312253938528","2859563894079","43","6492737159"
"0087","TOPIX-17 機械","20251003","778.9","6.18","0.8","772.72","35817744557366","284410749359","35533333808007","30613456886638","4598484259351","117","9311055839"
"0088","TOPIX-17 電機・精密","20251003","439.54","13.17","3.09","426.37","118627365483421","3553734035745","115073631447676","74608405964416","26989172762484","159","30335322320"
"0089","TOPIX-17 情報通信・サービスその他","20251003","440.22","6.13","1.41","434.09","89808851009871","1247864342417","88560986667454","23949026935966","20400985017975","375","85774207127"
"008A","TOPIX-17 電力・ガス","20251003","96.96","2.02","2.13","94.94","7730147603131","161669162556","7568478440574","33609337404917","7972125521970","23","4455895893"
"008B","TOPIX-17 運輸・物流","20251003","220.03","1.66","0.76","218.37","20219978465822","151954697996","20068023767825","36107104403253","9189757916654","56","6896467878"
"008C","TOPIX-17 商社・卸売","20251003","1087.29","6.86","0.63","1080.43","43260944290924","273183101898","42987761189026","33535615729399","3978779492323","129","11383228456"
"008D","TOPIX-17 小売","20251003","356.81","0.5","0.14","356.31","26068539087392","36225446467","26032313640925","18103152144022","7306028949406","144","10913563557"
"008E","TOPIX-17 銀行","20251003","288.8","3.83","1.34","284.97","55180745023517","732613760700","54448131262817","81148154446349","19106627086305","68","22408667755"
"008F","TOPIX-17 金融（除く銀行）","20251003","307.71","0.41","0.13","307.3","31145088110652","41834243397","31103253867256","62290176221305","10121523844202","50","18011183337"
"0090","TOPIX-17 不動産","20251003","483.01","3.08","0.64","479.93","11297393628421","72210796704","11225182831718","22594787256842","2338936387379","50","6469515504"
"0099","東証インフラファンド指数","20251003","772.93","-3.49","-0.45","776.42","97232390275","-438866555","97671256830","1944647805500","125797656287","5","150433025"
"0503","JPXプライム150指数","20251003","1365.01","22.88","1.7","1342.13","351568328386963","5891809470517","345676518916446","232826707541035","257557820191463","151","155550102021"
"1000","TOPIX レバレッジ（2倍）指数","20251003","112260.61","2951.35","2.7","109309.26","0","0","0","0","0","-","0"
"1001","TOPIX インバース（-1倍）指数","20251003","1418.06","-19.41","-1.35","1437.47","0","0","0","0","0","-","0"
"1002","TOPIX ダブルインバース（-2倍）指数","20251003","122.72","-3.41","-2.7","126.13","0","0","0","0","0","-","0"
"1003","JPX日経400 レバレッジ・インデックス","20251003","51598.12","1317.36","2.62","50280.76","0","0","0","0","0","-","0"
"1004","JPX日経400 インバース・インデックス","20251003","2316.63","-30.75","-1.31","2347.38","0","0","0","0","0","-","0"
"1005","JPX日経400 ダブルインバース・インデックス","20251003","350.28","-9.42","-2.62","359.7","0","0","0","0","0","-","0"
"1006","東証REIT インバース（-1倍）指数","20251003","7453.64","13.39","0.18","7440.25","0","0","0","0","0","-","0"
"1007","東証REIT レバレッジ（2倍）指数","20251003","8409.14","-30.38","-0.36","8439.52","0","0","0","0","0","-","0"
"1008","東証REIT ダブルインバース（-2倍）指数","20251003","4320.86","15.5","0.36","4305.36","0","0","0","0","0","-","0"
"4030","TOPIX Micro Cap","20251003","13740.87","173.63","1.28","13567.24","13429533909834","166642504936","13262891404898","1949134094316","9773421925221","689","10808380692"
"5000","東証プライム市場指数","20251003","1611.1","21.52","1.35","1589.58","591158853719480","7892136792838","583266716926642","36786487474765","366928466774120","1607","268117347845"
"5001","東証スタンダード市場指数","20251003","1467.03","11.6","0.8","1455.43","12406035926073","95040834200","12310995091873","793732304931","8456540936004","1563","13620983908"
"5002","東証グロース市場指数","20251003","951.14","18.5","1.98","932.64","3433075591115","66774816938","3366300774177","570278337395","3609431801306","602","5503294457"
"5003","東証プライム市場コンポジット指数","20251003","1610.71","21.5","1.35","1589.21","591297195365046","7892054381410","583405140983636","36749359562775","367102946610999","1609","268191425021"
