"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20251015","3183.64","49.65","1.58","3133.99","601724000051885","9384301841046","592339698210839","35988277515065","18900505830918","1672","269544230723"
"0002","大型","20251015","3139.56","50.63","1.64","3088.93","402389554332970","6488889395423","395900664937547","398405499339574","12816765083027","101","178675931779"
"0003","中型","20251015","3377.46","45.81","1.37","3331.65","154048715761422","2089362788735","151959352972686","38901190848844","4561077174001","396","63657585664"
"0004","小型","20251015","5325.24","94.78","1.81","5230.46","45285729957493","806049656887","44479680300606","3854104677233","850397757432","1175","27210713280"
"0028","TOPIX Core30","20251015","1682.82","29.16","1.76","1653.66","252173580275131","4370733794407","247802846480724","813463162177842","149851411965555","31","120371397674"
"0029","TOPIX Large70","20251015","3107.58","43.82","1.43","3063.76","150215974057839","2118155601016","148097818456822","214594248654056","48338545355092","70","58304534105"
"002A","TOPIX 100","20251015","2177.82","35.12","1.64","2142.7","402389554332970","6488889395423","395900664937547","398405499339574","184766832304672","101","178675931779"
"002B","TOPIX Mid400","20251015","3209.74","43.54","1.38","3166.2","154048715761422","2089362788735","151959352972686","38901190848844","47994192391565","396","63657585664"
"002C","TOPIX 500","20251015","2487.7","38.35","1.57","2449.35","556438270094392","8578252184159","547860017910233","111959410481769","223675432947459","497","242333517443"
"002D","TOPIX Small","20251015","3607.15","64.21","1.81","3542.94","45285729957493","806049656887","44479680300606","3854104677233","12554445287015","1175","27210713280"
"002E","TOPIX 1000","20251015","3013.37","46.85","1.58","2966.52","588284951377884","9145003662421","579139947715463","59845875013010","195225097217155","983","258735850495"
"002F","TOPIX Small500","20251015","1592.05","28.33","1.81","1563.72","31846681283492","566751478263","31279929805230","6552815078908","20003506850016","486","16402333052"
"0040","水産・農林業","20251015","656.58","9.66","1.49","646.92","473685020667","6970279513","466714741153","6766928866665","72144179910","7","283774267"
"0041","鉱業","20251015","775.31","10.19","1.33","765.12","1909233743685","25109698739","1884124044947","38184674873708","246252979781","5","801982438"
"0042","建設業","20251015","2274.4","36.23","1.62","2238.17","13992728997381","222879522993","13769849474387","18656971996507","615227896833","75","4935858550"
"0043","食料品","20251015","2381.32","4.97","0.21","2376.35","17084857491880","35685986652","17049171505227","24063179566028","717451813771","71","5827115271"
"0044","繊維製品","20251015","796.4","6.66","0.84","789.74","2102409165592","17604332421","2084804833171","10512045827959","263987682595","20","1576013673"
"0045","パルプ・紙","20251015","564.26","6.39","1.15","557.87","805376662694","9111147742","796265514953","10067208283676","142732615529","8","895847100"
"0046","化学","20251015","2527.73","20.38","0.81","2507.35","28185598832047","227172018106","27958426813942","22915121001665","11150575961582","123","11879838528"
"0047","医薬品","20251015","3550.57","32.26","0.92","3518.31","22014371147410","200023708268","21814347439142","66710215598213","6200230974168","33","6470047985"
"0048","石油・石炭製品","20251015","2071.19","25.55","1.25","2045.64","2836783342529","34999408611","2801783933918","40525476321836","136963894279","7","2884980717"
"0049","ゴム製品","20251015","5038","-30.84","-0.61","5068.84","3817779852346","-23369195859","3841149048205","34707089566780","75779681012","11","802488348"
"004A","ガラス・土石製品","20251015","1560.14","25.21","1.64","1534.93","3828236098278","61854765594","3766381332684","15312944393113","245377929501","25","1082474561"
"004B","鉄鋼","20251015","725.93","7.87","1.1","718.06","4450776847139","48249042415","4402527804724","19351203683213","613112601065","23","4812662092"
"004C","非鉄金属","20251015","2929.32","76.31","2.67","2853.01","8256517144468","215077923677","8041439220791","41282585722339","281857637650","20","1680075066"
"004D","金属製品","20251015","1623.39","27.52","1.72","1595.87","2876834855243","48766512765","2828068342478","9589449517476","177211543000","30","1261679859"
"004E","機械","20251015","4187.72","129.17","3.18","4058.55","37950898441716","1170631041496","36780267400221","32436665334800","906241882606","117","9311055839"
"004F","電気機器","20251015","5850.92","148.9","2.61","5702.02","110780556735331","2819080058914","107961476676417","84565310484985","1893388458534","131","27146943404"
"0050","輸送用機器","20251015","4658.75","58.52","1.27","4600.23","41142384720533","516785525841","40625599194693","95679964466357","883121211520","43","18297963755"
"0051","精密機器","20251015","12123.17","151.01","1.26","11972.16","12004661071040","149530426215","11855130644825","42873789539429","99022480698","28","3188378916"
"0052","その他製品","20251015","7258.01","53.05","0.74","7204.96","17504816800091","127942454280","17376874345811","43762042000227","241179355439","40","3418272854"
"0053","電気・ガス業","20251015","605.6","11.88","2","593.72","7995097765084","156821467412","7838276297672","34761294630799","1320198797284","23","4455895893"
"0054","陸運業","20251015","2272.29","1.74","0.08","2270.55","14202011472223","10874440498","14191137031724","38383814789791","625009660253","37","4993257598"
"0055","海運業","20251015","1714.16","-1.71","-0.1","1715.87","3140565764533","-3136275268","3143702039802","52342762742221","183213066596","6","876432921"
"0056","空運業","20251015","231.79","3.57","1.56","228.22","1915087995158","29475560082","1885612435075","95754399757875","826210545877","2","669220621"
"0057","倉庫・運輸関連業","20251015","4192.52","46.48","1.12","4146.04","841855699855","9333694864","832522004992","7653233635049","20079926283","11","357556739"
"0058","情報・通信業","20251015","7852.51","129.59","1.68","7722.92","49364818905177","814630483137","48550188422039","28048192559759","628650522872","176","71873383548"
"0059","卸売業","20251015","4530.99","66.93","1.5","4464.06","43803851031011","647068851061","43156782179950","33956473667450","9667602499445","129","11383228456"
"005A","小売業","20251015","2147.87","28.88","1.36","2118.99","27260496053000","366580667811","26893915385190","18930900036806","12691879311372","144","11005884866"
"005B","銀行業","20251015","440.54","7.94","1.84","432.6","54131762441276","976379403952","53155383037325","79605533001877","122875556163061","68","22408667755"
"005C","証券、商品先物取引業","20251015","744.05","20.84","2.88","723.21","5650725392289","158261434700","5492463957590","31392918846052","7594538840669","18","4150303556"
"005D","保険業","20251015","2958.48","46.58","1.6","2911.9","19427225046654","305923309791","19121301736863","176611136787761","6566616088151","11","10430300679"
"005E","その他金融業","20251015","1134.12","14.55","1.3","1119.57","6740808782945","86509291531","6654299491414","32099089442594","5943625916228","21","3430579102"
"005F","不動産業","20251015","2346.66","11.68","0.5","2334.98","11480552758681","57176762022","11423375996660","22961105517363","489228804104","50","6469515040"
"0060","サービス業","20251015","3104.71","-19.04","-0.61","3123.75","23750633973929","-145701908927","23896335882856","14937505643981","764987547692","159","10482550725"
"0070","東証グロース市場250指数","20251015","741.5","18.93","2.62","722.57","2899725590306","74019438458","2825706151847","1024638017776","3910636034512","283","4057589351"
"0075","REIT","20251015","1926.19","4.96","0.26","1921.23","15537553491970","40028254550","15497525237420","26788885330983","8066480512418","58","12922611285"
"0080","TOPIX-17 食品","20251015","409.13","0.99","0.24","408.14","17558542512546","42656266166","17515886246381","22510951939162","4291670807035","78","6110889538"
