"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20251203","3334.32","-6.74","-0.2","3341.06","632907283083189","-1280326151392","634187609234582","37966843616268","18981617676025","1667","267764566669"
"0002","大型","20251203","3282.72","-4.72","-0.14","3287.44","430519556382450","-617797783777","431137354166227","430519556382450","13114702134701","100","174939102751"
"0003","中型","20251203","3549.89","-8.35","-0.23","3558.24","157456560129137","-370258352166","157826818481304","39661602047642","4435530849107","397","65814767105"
"0004","小型","20251203","5615.87","-36.53","-0.65","5652.4","44931166571602","-292270015450","45223436587052","3840270647145","800074248938","1170","27010696813"
"0028","TOPIX Core30","20251203","1732.17","-2.01","-0.12","1734.18","267908207589571","-311066911728","268219274501299","864220024482487","154666065499274","31","117163361752"
"0029","TOPIX Large70","20251203","3336.73","-6.29","-0.19","3343.02","162611348792879","-306730872049","162918079664927","235668621438955","48733736268301","69","57775740999"
"002A","TOPIX 100","20251203","2277.14","-3.26","-0.14","2280.4","430519556382450","-617797783777","431137354166227","430519556382450","189061900904844","100","174939102751"
"002B","TOPIX Mid400","20251203","3373.6","-7.94","-0.23","3381.54","157456560129137","-370258352166","157826818481304","39661602047642","46673124091000","397","65814767105"
"002C","TOPIX 500","20251203","2604.24","-4.38","-0.17","2608.62","587976116511587","-988056135943","588964172647530","118305053624062","225776204633018","497","240753869856"
"002D","TOPIX Small","20251203","3804.01","-24.75","-0.65","3828.76","44931166571602","-292270015450","45223436587052","3840270647145","11811517958579","1170","27010696813"
"002E","TOPIX 1000","20251203","3155.47","-6.18","-0.2","3161.65","620925411935957","-1216442222685","622141854158642","62467345265187","196777389464530","994","257137434850"
"002F","TOPIX Small500","20251203","1676.55","-11.62","-0.69","1688.17","32949295424369","-228386086742","33177681511112","6629636906312","19653023298111","497","16383564994"
"0040","水産・農林業","20251203","719.4","-4.87","-0.67","724.27","510264616673","-3456422832","513721039505","7289494523902","70929098947","7","270681695"
"0041","鉱業","20251203","904.68","-9.56","-1.05","914.24","2241834163319","-23686709904","2265520873223","44836683266370","247803758257","5","808110172"
"0042","建設業","20251203","2615.74","-1.05","-0.04","2616.79","15731866717673","-6337273108","15738203990781","21550502352976","601431020982","73","4777797069"
"0043","食料品","20251203","2479.86","-30.54","-1.22","2510.4","18094904206258","-222811121060","18317715327318","25131811397580","729673457134","72","5924020411"
"0044","繊維製品","20251203","845.95","-3.72","-0.44","849.67","2247391160688","-9876235460","2257267396148","11236955803439","265664515430","20","1571146974"
"0045","パルプ・紙","20251203","585.76","-1.97","-0.34","587.73","862487234804","-2890405768","865377640572","10781090435054","147241542162","8","919112646"
