"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20251111","3321.58","4.16","0.13","3317.42","631150303847898","790479181271","630359824666628","37725660720137","19001529982966","1673","267532659533"
"0002","大型","20251111","3286.38","8","0.24","3278.38","431351560521392","1050874542040","430300685979351","431351560521392","13125422289382","100","174997288695"
"0003","中型","20251111","3505.87","-4.08","-0.12","3509.95","155777860002820","-181627384103","155959487386923","38944465000705","4443348654607","400","65574718397"
"0004","小型","20251111","5497.86","-9.84","-0.18","5507.7","44020883323687","-78767976667","44099651300354","3752845978149","800691434345","1173","26960652442"
"0028","TOPIX Core30","20251111","1763.92","8.5","0.48","1755.42","273139449270403","1315494185935","271823955084468","881094997646462","154848100229291","31","117179304442"
"0029","TOPIX Large70","20251111","3245.73","-5.43","-0.17","3251.16","158212111250988","-264619643895","158476730894883","229292914856505","48744718649887","69","57817984253"
"002A","TOPIX 100","20251111","2279.67","5.55","0.24","2274.12","431351560521392","1050874542040","430300685979351","431351560521392","189216442944858","100","174997288695"
"002B","TOPIX Mid400","20251111","3331.76","-3.89","-0.12","3335.65","155777860002820","-181627384103","155959487386923","38944465000705","46755387391299","400","65574718397"
"002C","TOPIX 500","20251111","2597.71","3.84","0.15","2593.87","587129420524211","869247157937","586260173366274","117425884104842","226017781103803","500","240572007092"
"002D","TOPIX Small","20251111","3724.07","-6.67","-0.18","3730.74","44020883323687","-78767976667","44099651300354","3752845978149","11820629483577","1173","26960652442"
"002E","TOPIX 1000","20251111","3144.15","4.05","0.13","3140.1","619445176027608","797143402323","618648032625285","61944517602761","197015148379878","1000","256936433594"
"002F","TOPIX Small500","20251111","1638.31","-3.65","-0.22","1641.96","32315755503397","-72103755614","32387859259011","6463151100679","19725080774737","500","16364426502"
"0040","水産・農林業","20251111","691.75","12.16","1.79","679.59","490652492288","8627832577","482024659711","7009321318401","70929098947","7","270681695"
"0041","鉱業","20251111","856.81","-4.67","-0.54","861.48","2123204268283","-11566759367","2134771027650","42464085365660","247803758257","5","808110172"
"0042","建設業","20251111","2520.75","41.78","1.69","2478.97","15212505172062","252104650454","14960400521608","20283340229416","603492400505","75","4829205970"
"0043","食料品","20251111","2423.07","8.67","0.36","2414.4","17680338178623","63226097580","17617112081043","24556025248088","729667130564","72","5923916671"
"0044","繊維製品","20251111","820.99","5.4","0.66","815.59","2186952906614","14393490731","2172559415883","10934764533072","266380323934","20","1579946974"
"0045","パルプ・紙","20251111","558.86","-3.84","-0.68","562.7","822877696618","-5644666598","828522363216","10285971207724","147241542162","8","919112646"
"0046","化学","20251111","2502.57","-16.66","-0.66","2519.23","28217709649946","-187844984136","28405554634082","22941227357679","11275473757925","123","11959508687"
"0047","医薬品","20251111","3540.85","52.09","1.49","3488.76","22123152472823","325465825941","21797686646882","67039855978252","6247983692754","33","6549988668"
"0048","石油・石炭製品","20251111","2228.23","-3.56","-0.16","2231.79","2884994341988","-4614195017","2889608537005","41214204885546","129474841461","7","2737481120"
"0049","ゴム製品","20251111","5400.69","20.93","0.39","5379.76","4099095897487","15890753189","4083205144298","37264508158970","75899427854","11","805254822"
"004A","ガラス・土石製品","20251111","1694.61","-4.04","-0.24","1698.65","4164388328272","-9934889690","4174323217962","16657553313088","245743833207","25","1084893684"
"004B","鉄鋼","20251111","729.64","-2.98","-0.41","732.62","4736108664941","-19364377839","4755473042780","20591776804091","649103236397","23","5147400861"
"004C","非鉄金属","20251111","3344.78","-103.39","-3","3448.17","10184637144184","-314833897643","10499471041827","50923185720919","304493876162","20","1759068592"
"004D","金属製品","20251111","1648.38","-2.39","-0.14","1650.77","2908175672829","-4213341576","2912389014405","9693918909431","176425812276","30","1265355157"
