"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250902","3081.88","18.69","0.61","3063.19","584506047690300","3534670211371","580971377478929","34812748522353","18965908610665","1679","259191781370"
"0002","大型","20250902","3000.03","20.66","0.69","2979.37","384604486543403","2649433878144","381955052665259","384604486543403","12820011448572","100","171069546493"
"0003","中型","20250902","3353.12","17.23","0.52","3335.89","154700422480838","795036264138","153905386216700","38967360826407","4613620868051","397","61748423498"
"0004","小型","20250902","5297.42","11.61","0.22","5285.81","45201138666059","90200069089","45110938596970","3824123406604","853266928835","1182","26373811379"
"0028","TOPIX Core30","20250902","1599.05","9.26","0.58","1589.79","239694157044974","1389048449344","238305108595630","798980523483245","149897564917866","30","115761855880"
"0029","TOPIX Large70","20250902","2997.34","26.07","0.88","2971.27","144910329498430","1260385428800","143649944069629","207014756426328","48346388948760","70","55307690613"
"002A","TOPIX 100","20250902","2081.04","14.34","0.69","2066.7","384604486543403","2649433878144","381955052665259","384604486543403","184813631998217","100","171069546493"
"002B","TOPIX Mid400","20250902","3186.61","16.38","0.52","3170.23","154700422480838","795036264138","153905386216700","38967360826407","48547086382400","397","61748423498"
"002C","TOPIX 500","20250902","2402.77","15.35","0.64","2387.42","539304909024241","3444470142282","535860438881959","108512054129626","224451486657329","497","232817969991"
"002D","TOPIX Small","20250902","3588.3","7.86","0.22","3580.44","45201138666059","90200069089","45110938596970","3824123406604","12596802942688","1182","26373811379"
"002E","TOPIX 1000","20250902","2915.6","17.95","0.62","2897.65","571135022997001","3517175809492","567617847187509","57983251065685","195889106386013","985","248561309395"
"002F","TOPIX Small500","20250902","1587.62","3.62","0.23","1584","31830113972760","72705667210","31757408305550","6522564338680","20048925430219","488","15743339403"
"0040","水産・農林業","20250902","641.82","6.45","1.02","635.37","463032503762","4653143911","458379359851","6614750053744","72144179910","7","283774267"
"0041","鉱業","20250902","755.22","11.28","1.52","743.94","1859748780087","27784637384","1831964142702","37194975601731","246252979781","5","771914089"
"0042","建設業","20250902","2290.37","15.95","0.7","2274.42","14130863132835","98423315971","14032439816864","18593240964257","616968754875","76","4837735638"
"0043","食料品","20250902","2409.64","27.74","1.16","2381.9","17288017211087","199045243897","17088971967190","24349320015616","717451813771","71","5827115271"
"0044","繊維製品","20250902","818.33","3.24","0.4","815.09","2226910362428","8815504221","2218094858207","10604335059181","272130273331","21","1586448332"
"0045","パルプ・紙","20250902","584.82","4.71","0.81","580.11","834724708365","6724515900","828000192466","10434058854568","142732615529","8","882847100"
"0046","化学","20250902","2486.23","6.76","0.27","2479.47","27659091959740","75149686309","27583942273431","22671386852246","11124918221691","122","11754140695"
"0047","医薬品","20250902","3521.05","10.75","0.31","3510.3","21832135032122","66662381666","21765472650456","66157984945825","6200459739416","33","6470432610"
"0048","石油・石炭製品","20250902","2043.58","32.77","1.63","2010.81","2818948009477","45203119699","2773744889778","40270685849668","137941815950","7","2846636737"
"0049","ゴム製品","20250902","5229.39","77.14","1.5","5152.25","3962812688486","58456171946","3904356516541","36025569895330","75779681012","11","802488348"
"004A","ガラス・土石製品","20250902","1526.17","24.95","1.66","1501.22","3744495124235","61217074960","3683278049275","14977980496942","245353024668","25","1081725308"
"004B","鉄鋼","20250902","762.89","12.49","1.66","750.4","4677345383040","76519120993","4600826262047","20336284274085","613112601065","23","1908775557"
"004C","非鉄金属","20250902","2458.51","9.92","0.41","2448.59","6929504011251","27977130276","6901526880975","34647520056257","281857637650","20","1624481235"
"004D","金属製品","20250902","1619.61","6.61","0.41","1613","2875291654766","11724953790","2863566700976","9584305515888","177530166170","30","1262879159"
"004E","機械","20250902","3795.4","-7.52","-0.2","3802.92","34434666551152","-68223954111","34502890505263","29431338932608","907273405190","117","8645927729"
"004F","電気機器","20250902","5108.88","1.31","0.03","5107.57","97421938244167","24985540443","97396952703724","74367891789441","1906913996391","131","27139668339"
"0050","輸送用機器","20250902","4616","24.71","0.54","4591.29","40764842071645","218224919426","40546617152219","94801958306152","883121211520","43","18297963755"
"0051","精密機器","20250902","11612.94","-0.36","0","11613.3","11673363601800","-361792705","11673725394505","41690584292142","100520279786","28","3242545276"
"0052","その他製品","20250902","7583.41","-11.54","-0.15","7594.95","18290664970148","-27832134968","18318497105116","45726662425369","241193124856","40","3382292534"
"0053","電気・ガス業","20250902","617.38","7.77","1.27","609.61","8150656035355","102572447482","8048083587873","35437634936326","1320198797284","23","4455895893"
"0054","陸運業","20250902","2320.96","5.76","0.25","2315.2","14506229027240","35989956245","14470239070995","39206024397945","625009660253","37","4993257598"
