"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250702","2826.04","-6.03","-0.21","2832.07","535139412227505","-1140643166805","536280055394310","31834587283016","18935997089629","1681","257055779423"
"0002","大型","20250702","2767.03","-5.7","-0.21","2772.73","354763441261760","-730877520647","355494318782407","354763441261760","12821102622950","100","169803670162"
"0003","中型","20250702","3043.08","-7.74","-0.25","3050.82","139443488173742","-354776605186","139798264778927","35124304325879","4582317820523","397","60921896328"
"0004","小型","20250702","4788.26","-6.44","-0.13","4794.7","40932482792004","-54989040972","40987471832976","3457135370946","854850406024","1184","26330212933"
"0028","TOPIX Core30","20250702","1476.23","-2.2","-0.15","1478.43","221281730829658","-330153108311","221611883937969","737605769432193","149896336788919","30","115749087567"
"0029","TOPIX Large70","20250702","2760.28","-8.29","-0.3","2768.57","133481710432102","-400724412336","133882434844438","190688157760146","48358034272633","70","54054582595"
"002A","TOPIX 100","20250702","1919.41","-3.95","-0.21","1923.36","354763441261760","-730877520647","355494318782407","354763441261760","184829362397582","100","169803670162"
"002B","TOPIX Mid400","20250702","2891.96","-7.35","-0.25","2899.31","139443488173742","-354776605186","139798264778927","35124304325879","48217698295284","397","60921896328"
"002C","TOPIX 500","20250702","2205.96","-4.84","-0.22","2210.8","494206929435502","-1085654125833","495292583561334","99438013970926","224032930980644","497","230725566490"
"002D","TOPIX Small","20250702","3243.42","-4.35","-0.13","3247.77","40932482792004","-54989040972","40987471832976","3457135370946","12620179859618","1184","26330212933"
"002E","TOPIX 1000","20250702","2674.65","-5.83","-0.22","2680.48","522962697830993","-1139948221600","524102646052593","53038813167444","195525811127963","986","246346282095"
"002F","TOPIX Small500","20250702","1436.71","-2.71","-0.19","1439.42","28755768395492","-54294095767","28810062491259","5880525234252","20015037361457","489","15620715606"
"0040","水産・農林業","20250702","581.52","2.84","0.49","578.68","421191987345","2056611414","419135375931","6017028390646","72429180909","7","284274267"
"0041","鉱業","20250702","598.18","6.67","1.13","591.51","1345583068555","14999769131","1330583299424","26911661371104","224947461393","5","708957286"
"0042","建設業","20250702","2007.33","16.88","0.85","1990.45","12402985202949","104279417923","12298705785026","16319717372301","617885293466","76","4844868555"
"0043","食料品","20250702","2289.62","10.36","0.45","2279.26","16402757905441","74256541706","16328501363735","23102475923156","716395312189","71","5808187193"
"0044","繊維製品","20250702","782.22","3.42","0.44","778.8","2128154457764","9304172094","2118850285670","10134068846494","272067505496","21","1586053548"
"0045","パルプ・紙","20250702","528.17","6.98","1.34","521.19","757174894442","9996888042","747178006400","9464686180520","143359382066","8","885832100"
"0046","化学","20250702","2329.34","7.01","0.3","2322.33","25813641884739","77671737781","25735970146958","20986700719300","11081960323250","123","11666170951"
"0047","医薬品","20250702","3335.23","0.77","0.02","3334.46","20934398090046","4865764292","20929532325753","61571759088370","6276746192123","34","6516858445"
"0048","石油・石炭製品","20250702","1689.78","17.71","1.06","1672.07","2330916910082","24433336408","2306483573674","33298813001168","137941815950","7","2846636737"
"0049","ゴム製品","20250702","4531.21","54.41","1.22","4476.8","3352131230549","40252262506","3311878968043","30473920277716","73978718942","11","773310825"
