"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250919","3147.68","-11.19","-0.35","3158.87","595467004982990","-2157198669370","597624203652360","35592767781410","18917620233458","1673","258851530853"
"0002","大型","20250919","3074.4","-11.06","-0.36","3085.46","394139117298615","-1417353094224","395556470392839","394139117298615","12820015245742","100","171069600056"
"0003","中型","20250919","3393.12","-16.35","-0.48","3409.47","155131921627239","-747347423561","155879269050800","39174727683646","4571955527901","396","61397798498"
"0004","小型","20250919","5424.07","5.76","0.11","5418.31","46195966057135","7501848415","46188464208720","3924890913945","851684757581","1177","26384132298"
"0028","TOPIX Core30","20250919","1636.54","-6.31","-0.38","1642.85","245313901432940","-945484233883","246259385666824","817713004776467","149897564917866","30","115761855880"
"0029","TOPIX Large70","20250919","3078.31","-9.76","-0.32","3088.07","148825215865675","-471868860341","149297084726015","212607451236678","48346426756718","70","55307744176"
"002A","TOPIX 100","20250919","2132.63","-7.67","-0.36","2140.3","394139117298615","-1417353094224","395556470392839","394139117298615","184813686738325","100","171069600056"
"002B","TOPIX Mid400","20250919","3224.62","-15.53","-0.48","3240.15","155131921627239","-747347423561","155879269050800","39174727683646","48108660485416","396","61397798498"
"002C","TOPIX 500","20250919","2453.56","-9.67","-0.39","2463.23","549271038925854","-2164700517785","551435739443639","110740128815696","223866547025919","496","232467398554"
"002D","TOPIX Small","20250919","3674.09","3.9","0.11","3670.19","46195966057135","7501848415","46188464208720","3924890913945","12573445305319","1177","26384132298"
"002E","TOPIX 1000","20250919","2977.13","-11.05","-0.37","2988.18","581695362400381","-2173903745819","583869266146200","59235780285171","195387652479790","982","248230005827"
"002F","TOPIX Small500","20250919","1620.18","0.37","0.02","1619.81","32424323474527","-9203228034","32433526702561","6671671496816","20012804291493","486","15762607272"
"0040","水産・農林業","20250919","652.54","-9.96","-1.5","662.5","470773121434","-7181288938","477954410371","6725330306199","72144179910","7","283774267"
"0041","鉱業","20250919","762.87","-4.92","-0.64","767.79","1878602212326","-12104817981","1890707030307","37572044246519","246252979781","5","771914089"
"0042","建設業","20250919","2315.89","2.51","0.11","2313.38","14271931715884","-1056953977","14272988669860","19029242287845","616260715252","75","4831172055"
"0043","食料品","20250919","2405.17","-9.59","-0.4","2414.76","17255933284403","-68812758968","17324746043371","24304131386484","717451813771","71","5827115271"
