"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250804","2916.2","-32.45","-1.1","2948.65","553113375949511","-6186804894994","559300180844505","32923415235090","18966950658410","1680","257733031197"
"0002","大型","20250804","2831.57","-39.58","-1.38","2871.15","363034071400796","-5074650385597","368108721786392","363034071400796","12820946998725","100","169975638430"
"0003","中型","20250804","3180.12","-18","-0.56","3198.12","146718589503700","-830421353717","147549010857418","36956823552569","4613615016837","397","61495017053"
"0004","小型","20250804","5081.26","-29.42","-0.58","5110.68","43360715045015","-281733155680","43642448200695","3665318262470","853346372410","1183","26262375714"
"0028","TOPIX Core30","20250804","1503.21","-23.75","-1.56","1526.96","225327257805840","-3560061508340","228887319314180","751090859352799","149897047332228","30","115754107992"
"0029","TOPIX Large70","20250804","2847.77","-31.32","-1.09","2879.09","137706813594956","-1514588877256","139221402472212","196724019421366","48356079375022","70","54221530438"
"002A","TOPIX 100","20250804","1964.18","-27.46","-1.38","1991.64","363034071400796","-5074650385597","368108721786392","363034071400796","184827118914551","100","169975638430"
"002B","TOPIX Mid400","20250804","3022.2","-17.1","-0.56","3039.3","146718589503700","-830421353717","147549010857418","36956823552569","48547024812664","397","61495017053"
"002C","TOPIX 500","20250804","2270.99","-26.3","-1.14","2297.29","509752660904496","-5905071739314","515657732643810","102565927747383","224463110489942","497","231470655483"
"002D","TOPIX Small","20250804","3441.88","-19.93","-0.58","3461.81","43360715045015","-281733155680","43642448200695","3665318262470","12597975770351","1183","26262375714"
"002E","TOPIX 1000","20250804","2757.96","-31.07","-1.11","2789.03","540284301462144","-6117029560578","546401331022723","54851198117984","195900185216182","985","247102915157"
"002F","TOPIX Small500","20250804","1522.65","-9.04","-0.59","1531.69","30531640557648","-211957821265","30743598378913","6256483720830","20051683758377","488","15632259675"
"0040","水産・農林業","20250804","591.34","-5.88","-0.98","597.22","428303730595","-4254326111","432558056706","6118624722786","72429180909","7","284274267"
"0041","鉱業","20250804","620.25","-17.11","-2.68","637.36","1527372539069","-42137081037","1569509620106","30547450781379","246252979781","5","771914089"
"0042","建設業","20250804","2119.46","-5","-0.24","2124.46","13076379681335","-30837947338","13107217628673","17205762738599","616968207393","76","4837726468"
"0043","食料品","20250804","2325.19","-4.44","-0.19","2329.63","16682107126835","-31889443008","16713996569843","23495925530753","717451657352","71","5827113661"
"0044","繊維製品","20250804","823.99","-5.51","-0.66","829.5","2242314191520","-14994539358","2257308730878","10677686626287","272130273331","21","1586448332"
"0045","パルプ・紙","20250804","541.75","-7.28","-1.33","549.03","773255676815","-10385615243","783641292059","9665695960190","142732615529","8","882847100"
"0046","化学","20250804","2370.28","-15.35","-0.64","2385.63","26369110360446","-170756131932","26539866492378","21614024885612","11124909570489","122","11754137861"
"0047","医薬品","20250804","3456.94","-21.7","-0.62","3478.64","21452788949811","-134644656740","21587433606551","63096438087680","6205713125182","34","6473284706"
"0048","石油・石炭製品","20250804","1818.71","-38.51","-2.07","1857.22","2508764762510","-53121529496","2561886292006","35839496607293","137941815950","7","2846636737"
"0049","ゴム製品","20250804","4698.78","-35.61","-0.75","4734.39","3560716959588","-26985726373","3587702685961","32370154178074","75779681012","11","802488348"
"004A","ガラス・土石製品","20250804","1443","-10.38","-0.71","1453.38","3540050485308","-25468841768","3565519327076","14160201941232","245326410030","25","1080976056"
"004B","鉄鋼","20250804","684.15","-10.84","-1.56","694.99","4194582065954","-66508807752","4261090873706","18237313330236","613112601065","23","1908775557"
"004C","非鉄金属","20250804","2103.97","1.79","0.09","2102.18","5930208994179","5021944602","5925187049577","29651044970896","281858677184","20","1624483874"
"004D","金属製品","20250804","1519.85","-3.42","-0.22","1523.27","2698184289133","-6077508918","2704261798052","8993947630444","177529965840","30","1262878249"
"004E","機械","20250804","3756.71","-61.09","-1.6","3817.8","34086316908978","-554334366641","34640651275620","29133604195708","907346071806","117","8647438712"
"004F","電気機器","20250804","5014.4","-68.99","-1.36","5083.39","95620161685342","-1346288685924","96966450371265","72992489836139","1906913209529","131","27139651416"
"0050","輸送用機器","20250804","4344.26","-57.85","-1.31","4402.11","38365106658695","-510864598226","38875971256921","89221178276034","883121252783","43","18297964322"
