"SC","指数名","日付","終値","前日比","前日比（％）","前日終値","時価総額（指数用・浮動株ベース）","時価総額前日比","前日時価総額","平均時価総額","基準時価総額","銘柄数","売買単位換算後株式数"
"0000","TOPIX","20250714","2822.81","-0.43","-0.02","2823.24","534522138934198","-80902401633","534603041335831","31816793984178","18935827499254","1680","257053100406"
"0002","大型","20250714","2751.33","-1.59","-0.06","2752.92","352750874218149","-204400007237","352955274225386","352750874218149","12821102622950","100","169803670162"
"0003","中型","20250714","3053.94","0.06","0","3053.88","139941206080311","2860251552","139938345828759","35249674075645","4582318394774","397","60921903139"
"0004","小型","20250714","4893.84","14.12","0.29","4879.72","41830058635739","120637354052","41709421281687","3535930569378","854749755138","1183","26327527105"
"0028","TOPIX Core30","20250714","1466.59","-0.92","-0.06","1467.51","219836440190683","-138166147026","219974606337710","732788133968944","149896336788919","30","115749087567"
"0029","TOPIX Large70","20250714","2748.55","-1.37","-0.05","2749.92","132914434027465","-66233860211","132980667887676","189877762896379","48358034272633","70","54054582595"
"002A","TOPIX 100","20250714","1908.52","-1.11","-0.06","1909.63","352750874218149","-204400007237","352955274225386","352750874218149","184829362397582","100","169803670162"
"002B","TOPIX Mid400","20250714","2902.28","0.06","0","2902.22","139941206080311","2860251552","139938345828759","35249674075645","48217704337878","397","60921903139"
"002C","TOPIX 500","20250714","2199.19","-0.9","-0.04","2200.09","492692080298460","-201539755685","492893620054144","99133215351803","224032938937495","497","230725573301"
"002D","TOPIX Small","20250714","3314.93","9.56","0.29","3305.37","41830058635739","120637354052","41709421281687","3535930569378","12618693947849","1183","26327527105"
"002E","TOPIX 1000","20250714","2670.02","-0.66","-0.02","2670.68","522057223396128","-128989963411","522186213359540","52946980060459","195525817842750","986","246346289298"
"002F","TOPIX Small500","20250714","1467.15","3.62","0.25","1463.53","29365143097669","72549792274","29292593305395","6005141737765","20015037648619","489","15620715998"
"0040","水産・農林業","20250714","580.06","2.81","0.49","577.25","420130814580","2035081697","418095732883","6001868779717","72429180909","7","284274267"
"0041","鉱業","20250714","613.82","2","0.33","611.82","1380783206114","4507120563","1376276085551","27615664122286","224947461393","5","708957286"
"0042","建設業","20250714","2022.29","12.13","0.6","2010.16","12495405055501","74938596864","12420466458637","16441322441448","617885293466","76","4844868555"
"0043","食料品","20250714","2256.01","11.1","0.49","2244.91","16161934386119","79534833090","16082399553028","22763287867773","716395305100","71","5808186832"
"0044","繊維製品","20250714","788.72","-1.6","-0.2","790.32","2145840427221","-4374216719","2150214643940","10218287748673","272067505496","21","1586053548"
"0045","パルプ・紙","20250714","550.55","0.87","0.16","549.68","789261318223","1247235745","788014082478","9865766477786","143359382066","8","885832100"
"0046","化学","20250714","2338.89","-10.36","-0.44","2349.25","25919447232112","-114852295972","26034299528084","21072721326920","11081960323250","123","11666170951"
"0047","医薬品","20250714","3307.86","19.33","0.59","3288.53","20762577614361","121323075452","20641254538910","61066404748121","6276746192123","34","6516858445"
"0048","石油・石炭製品","20250714","1741.44","7.15","0.41","1734.29","2402169662098","9860145635","2392309516462","34316709458541","137941815950","7","2846636737"
"0049","ゴム製品","20250714","4554.93","-7.75","-0.17","4562.68","3369681525829","-5727008214","3375408534043","30633468416630","73978718942","11","773310825"
"004A","ガラス・土石製品","20250714","1406.56","1.66","0.12","1404.9","3431107388894","4063565426","3427043823468","13724429555575","243935867625","25","1068899404"
"004B","鉄鋼","20250714","685.67","-0.28","-0.04","685.95","4205843226490","-1664253647","4207507480137","18286274897782","613387830768","23","1915589926"
"004C","非鉄金属","20250714","1798.36","-1.35","-0.08","1799.71","5065564284055","-3800882594","5069365166650","25327821420277","281677454840","20","1622851567"
"004D","金属製品","20250714","1490.08","-7.04","-0.47","1497.12","2654705350847","-12541447495","2667246798342","8849017836156","178158283595","30","1264678563"
"004E","機械","20250714","3629.79","37.13","1.03","3592.66","32848271030851","336009445474","32512261585376","28075445325513","904963287832","117","8646840597"
"004F","電気機器","20250714","4923.78","-13.11","-0.27","4936.89","93682892175738","-249313662335","93932205838073","70971888011923","1902661096613","132","26926105073"
"0050","輸送用機器","20250714","4181.87","28.97","0.7","4152.9","36824377589792","255114465615","36569263124177","85638087418122","880571552354","43","18196146345"
"0051","精密機器","20250714","10786.58","37.76","0.35","10748.82","10838612538624","37945638842","10800666899781","40143009402309","100482390071","27","3247036845"
"0052","その他製品","20250714","7135.57","-85.09","-1.18","7220.66","17055227105829","-203396706751","17258623812580","42638067764573","239017104106","40","3314615206"
"0053","電気・ガス業","20250714","507.56","7.47","1.49","500.09","6700761773530","98601819737","6602159953793","29133746841434","1320197272270","23","4455885913"
"0054","陸運業","20250714","2077.23","-12.98","-0.62","2090.21","12995428569230","-81155604575","13076584173806","35122779916839","625612460279","37","4997395693"
"0055","海運業","20250714","1791.35","9.8","0.55","1781.55","3281924396525","17937679819","3263986716706","54698739942085","183210040702","6","876421371"
"0056","空運業","20250714","239.86","-1.81","-0.75","241.67","1981731431385","-14971634386","1996703065771","99086571569250","826210545877","2","669220621"
"0057","倉庫・運輸関連業","20250714","4000.84","10.93","0.27","3989.91","885622284853","2419075786","883203209067","7380185707108","22135910461","12","352461644"
"0058","情報・通信業","20250714","6639.48","-61.62","-0.92","6701.1","42690563468784","-396198330295","43086761799079","24256001970900","642980642013","176","71856355096"
"0059","卸売業","20250714","3877.36","14.32","0.37","3863.04","37531248242280","138559042780","37392689199500","28870190955600","9679593036966","130","11380596720"
"005A","小売業","20250714","2038.32","-4.97","-0.24","2043.29","25925326435692","-63128400126","25988454835817","17636276486865","12718956091197","147","8037370691"
"005B","銀行業","20250714","391.12","-1.94","-0.49","393.06","48148524251213","-238206989255","48386731240467","70806653310607","123102768402806","68","22241424285"
"005C","証券、商品先物取引業","20250714","655.97","3.39","0.52","652.58","4981276907688","25711542308","4955565365380","27673760598266","7593807701120","18","4150269242"
"005D","保険業","20250714","2733.43","17.41","0.64","2716.02","17281051705522","110113924593","17170937780929","192011685616916","6322101375086","9","5798835506"
"005E","その他金融業","20250714","1028.93","0.4","0.04","1028.53","6115465068223","2390445837","6113074622386","29121262229633","5943516508430","21","3430513161"
"005F","不動産業","20250714","2089.41","17.35","0.84","2072.06","10114372601214","84003930570","10030368670644","20641576737172","484076817326","49","6204921385"
"0060","サービス業","20250714","3035.1","-12.68","-0.42","3047.78","23435009864780","-97887635105","23532897499885","14466055472086","772133540113","162","10477516006"
"0070","東証グロース市場250指数","20250714","747.5","-0.98","-0.13","748.48","2951742172654","-3893350473","2955635523127","1046717082501","3948829012877","282","3805084718"
"0075","REIT","20250714","1810.01","13.34","0.74","1796.67","14505369368229","106885548574","14398483819655","25448016435489","8013967420023","57","12323035459"
"0080","TOPIX-17 食品","20250714","386.89","1.9","0.49","384.99","16582065200699","81569914787","16500495285912","21259057949614","4285951627217","78","6092461099"
"0081","TOPIX-17 エネルギー資源","20250714","213.22","0.81","0.38","212.41","3782952868212","14367266198","3768585602014","31524607235101","1774234403063","12","3555594023"
"0082","TOPIX-17 建設・資材","20250714","377.31","1.35","0.36","375.96","18581217795241","66460714794","18514757080447","14184135721558","4924650543021","131","7178446522"
"0083","TOPIX-17 素材・化学","20250714","302.18","-1.23","-0.41","303.41","28854548977556","-117979276946","28972528254502","18983255906287","9548890692857","152","14138056599"
"0084","TOPIX-17 医薬品","20250714","255.72","1.5","0.59","254.22","20762577614361","121323075452","20641254538910","61066404748121","8119360527806","34","6516858445"
"0085","TOPIX-17 自動車・輸送機","20250714","312.29","1.94","0.63","310.35","40194059115622","249387457402","39944671658220","74433442806707","12870727858476","54","18969457170"
"0086","TOPIX-17 鉄鋼・非鉄","20250714","324.28","-0.19","-0.06","324.47","9271407510545","-5465136242","9276872646787","21561412815221","2859059965966","43","3538441493"
